3.0235295E+0	506.25459E-12	3.0235295E+0	-27.473424E-9	15.781123E-12	508.41209E-12	3.0235295E+0	-27.496803E-9	15.491566E-12
3.0411766E+0	506.67914E-12	3.0411766E+0	-27.466077E-9	14.972934E-12	507.52036E-12	3.0411766E+0	-27.494256E-9	15.895472E-12
3.0588236E+0	506.63790E-12	3.0588236E+0	-27.463953E-9	15.633994E-12	507.65703E-12	3.0588236E+0	-27.490001E-9	15.037844E-12
3.0764706E+0	507.43193E-12	3.0764706E+0	-27.461423E-9	14.949937E-12	507.04518E-12	3.0764706E+0	-27.485180E-9	17.071155E-12
3.0941179E+0	506.89802E-12	3.0941176E+0	-27.458764E-9	16.271201E-12	507.69067E-12	3.0941176E+0	-27.477849E-9	14.431889E-12
3.1117649E+0	507.59202E-12	3.1117647E+0	-27.450238E-9	15.015409E-12	506.77207E-12	3.1117647E+0	-27.471859E-9	14.472495E-12
3.1294119E+0	506.61192E-12	3.1294117E+0	-27.441965E-9	15.367721E-12	507.80774E-12	3.1294117E+0	-27.465394E-9	16.210965E-12
3.1470590E+0	506.63701E-12	3.1470587E+0	-27.435918E-9	15.728667E-12	506.67104E-12	3.1470587E+0	-27.465195E-9	15.519712E-12
3.1647060E+0	506.76480E-12	3.1647060E+0	-27.434966E-9	15.324174E-12	505.73778E-12	3.1647060E+0	-27.463827E-9	16.132640E-12
3.1823530E+0	507.07699E-12	3.1823530E+0	-27.434195E-9	16.113368E-12	505.75027E-12	3.1823530E+0	-27.458434E-9	15.904269E-12
3.2000000E+0	507.48916E-12	3.2000000E+0	-27.430422E-9	14.803807E-12	505.93574E-12	3.2000000E+0	-27.450005E-9	16.028734E-12
3.2176471E+0	506.61342E-12	3.2176471E+0	-27.422248E-9	16.096237E-12	506.07463E-12	3.2176471E+0	-27.442198E-9	15.064904E-12
3.2352943E+0	505.99053E-12	3.2352941E+0	-27.413812E-9	16.221571E-12	508.05227E-12	3.2352941E+0	-27.436041E-9	15.267978E-12
3.2529414E+0	506.15478E-12	3.2529411E+0	-27.408113E-9	15.225383E-12	507.46257E-12	3.2529411E+0	-27.436236E-9	15.729864E-12
3.2705884E+0	506.86072E-12	3.2705882E+0	-27.404273E-9	16.595399E-12	506.68170E-12	3.2705882E+0	-27.431767E-9	16.148586E-12
3.2882354E+0	506.91490E-12	3.2882352E+0	-27.402439E-9	14.510700E-12	506.67232E-12	3.2882352E+0	-27.423361E-9	16.547239E-12
3.3058825E+0	507.82917E-12	3.3058825E+0	-27.395972E-9	16.183176E-12	506.51688E-12	3.3058825E+0	-27.416023E-9	15.973924E-12
3.3235295E+0	508.60033E-12	3.3235295E+0	-27.387207E-9	16.236705E-12	506.65899E-12	3.3235295E+0	-27.412215E-9	16.420459E-12
3.3411765E+0	505.91215E-12	3.3411765E+0	-27.382530E-9	16.315735E-12	505.22608E-12	3.3411765E+0	-27.411556E-9	16.266455E-12
3.3588238E+0	505.50242E-12	3.3588235E+0	-27.377816E-9	16.205572E-12	505.15514E-12	3.3588235E+0	-27.409309E-9	15.364531E-12
3.3764708E+0	504.83678E-12	3.3764706E+0	-27.374302E-9	16.076395E-12	506.41585E-12	3.3764706E+0	-27.400679E-9	16.366583E-12
3.3941178E+0	505.11273E-12	3.3941176E+0	-27.370195E-9	17.085777E-12	504.79265E-12	3.3941176E+0	-27.395163E-9	16.086932E-12
3.4117649E+0	505.82805E-12	3.4117646E+0	-27.363761E-9	15.231870E-12	505.16819E-12	3.4117646E+0	-27.388445E-9	16.522454E-12
3.4294119E+0	505.20910E-12	3.4294116E+0	-27.356700E-9	16.762059E-12	506.18543E-12	3.4294116E+0	-27.381940E-9	16.896731E-12
3.4470589E+0	505.81273E-12	3.4470589E+0	-27.350168E-9	15.436230E-12	505.76249E-12	3.4470589E+0	-27.377606E-9	16.166363E-12
3.4647059E+0	506.64267E-12	3.4647059E+0	-27.343610E-9	16.098315E-12	505.50031E-12	3.4647059E+0	-27.373568E-9	16.929375E-12
3.4823530E+0	505.45301E-12	3.4823530E+0	-27.341091E-9	17.053754E-12	505.32128E-12	3.4823530E+0	-27.369879E-9	16.586038E-12
3.5000002E+0	506.04665E-12	3.5000000E+0	-27.337272E-9	17.973395E-12	504.90867E-12	3.5000000E+0	-27.365003E-9	16.776049E-12
3.5176473E+0	507.29315E-12	3.5176470E+0	-27.327715E-9	16.393097E-12	504.59803E-12	3.5176470E+0	-27.356942E-9	16.687818E-12
3.5352943E+0	505.08003E-12	3.5352941E+0	-27.321484E-9	16.592155E-12	504.68796E-12	3.5352941E+0	-27.350064E-9	16.968545E-12
3.5529413E+0	505.28720E-12	3.5529411E+0	-27.312803E-9	18.135913E-12	505.85330E-12	3.5529411E+0	-27.341567E-9	17.952381E-12
3.5705884E+0	505.42132E-12	3.5705884E+0	-27.307415E-9	17.624832E-12	506.61236E-12	3.5705884E+0	-27.335705E-9	17.667066E-12
3.5882354E+0	505.73373E-12	3.5882354E+0	-27.304839E-9	17.815971E-12	506.47020E-12	3.5882354E+0	-27.331437E-9	18.572576E-12
3.6058824E+0	505.85963E-12	3.6058824E+0	-27.300802E-9	18.768483E-12	505.69038E-12	3.6058824E+0	-27.324770E-9	17.459190E-12
3.6235297E+0	505.58735E-12	3.6235294E+0	-27.292606E-9	19.082493E-12	507.22110E-12	3.6235294E+0	-27.315197E-9	19.752885E-12
3.6411767E+0	505.70159E-12	3.6411765E+0	-27.281684E-9	18.955667E-12	506.47980E-12	3.6411765E+0	-27.308268E-9	18.464511E-12
3.6588237E+0	505.88389E-12	3.6588235E+0	-27.271993E-9	19.901284E-12	506.11565E-12	3.6588235E+0	-27.304067E-9	19.913465E-12
3.6764708E+0	505.68982E-12	3.6764705E+0	-27.265527E-9	20.774306E-12	505.63931E-12	3.6764705E+0	-27.298395E-9	20.347377E-12
3.6941178E+0	505.50275E-12	3.6941175E+0	-27.259837E-9	20.175459E-12	505.07160E-12	3.6941175E+0	-27.290929E-9	20.550560E-12
3.7117648E+0	505.31862E-12	3.7117648E+0	-27.255613E-9	20.921067E-12	505.08353E-12	3.7117648E+0	-27.280361E-9	21.327037E-12
3.7294118E+0	505.45967E-12	3.7294118E+0	-27.246166E-9	21.892746E-12	505.58407E-12	3.7294118E+0	-27.271540E-9	21.660328E-12
3.7470589E+0	506.58050E-12	3.7470589E+0	-27.234089E-9	22.410782E-12	505.74622E-12	3.7470589E+0	-27.264814E-9	21.925850E-12
3.7647061E+0	506.61886E-12	3.7647059E+0	-27.223162E-9	21.448782E-12	506.27724E-12	3.7647059E+0	-27.256638E-9	23.281167E-12
3.7823532E+0	508.35219E-12	3.7823529E+0	-27.212355E-9	23.497749E-12	506.05747E-12	3.7823529E+0	-27.248005E-9	22.811105E-12
3.8000002E+0	506.15528E-12	3.8000000E+0	-27.207797E-9	24.270485E-12	504.84206E-12	3.8000000E+0	-27.238313E-9	23.171196E-12
3.8176472E+0	507.03991E-12	3.8176470E+0	-27.197542E-9	23.704544E-12	506.16467E-12	3.8176470E+0	-27.225553E-9	24.003081E-12
3.8352942E+0	506.62852E-12	3.8352940E+0	-27.185505E-9	24.609507E-12	505.55382E-12	3.8352940E+0	-27.217521E-9	24.911359E-12
3.8529413E+0	508.19010E-12	3.8529413E+0	-27.171680E-9	24.104982E-12	505.26078E-12	3.8529413E+0	-27.209298E-9	24.910490E-12
3.8705883E+0	508.07075E-12	3.8705883E+0	-27.161439E-9	25.604316E-12	505.44002E-12	3.8705883E+0	-27.200025E-9	26.240097E-12
3.8882356E+0	506.19059E-12	3.8882353E+0	-27.156212E-9	26.093861E-12	504.76040E-12	3.8882353E+0	-27.189474E-9	26.049935E-12
3.9058826E+0	506.20497E-12	3.9058824E+0	-27.148110E-9	26.103068E-12	506.03727E-12	3.9058824E+0	-27.175304E-9	26.699939E-12
3.9235296E+0	505.86402E-12	3.9235294E+0	-27.135636E-9	27.606421E-12	506.33131E-12	3.9235294E+0	-27.160937E-9	27.855353E-12
3.9411767E+0	505.85636E-12	3.9411764E+0	-27.121073E-9	27.422087E-12	505.78036E-12	3.9411764E+0	-27.149495E-9	26.926112E-12
3.9588237E+0	505.26544E-12	3.9588234E+0	-27.106108E-9	28.033570E-12	506.15617E-12	3.9588234E+0	-27.139363E-9	29.726999E-12
3.9764707E+0	505.08031E-12	3.9764705E+0	-27.093535E-9	27.764945E-12	505.08359E-12	3.9764705E+0	-27.129500E-9	29.106120E-12
3.9941177E+0	505.05039E-12	3.9941177E+0	-27.083729E-9	29.410720E-12	505.19405E-12	3.9941177E+0	-27.115854E-9	29.271627E-12
4.0117645E+0	505.55837E-12	4.0117645E+0	-27.071538E-9	29.989504E-12	505.23030E-12	4.0117645E+0	-27.100775E-9	30.442093E-12
4.0294123E+0	505.76848E-12	4.0294118E+0	-27.056101E-9	30.683952E-12	505.19067E-12	4.0294118E+0	-27.087388E-9	30.104190E-12
4.0470591E+0	505.72463E-12	4.0470591E+0	-27.040404E-9	30.624881E-12	505.33183E-12	4.0470591E+0	-27.074538E-9	31.392000E-12
4.0647058E+0	506.98573E-12	4.0647058E+0	-27.023617E-9	31.629779E-12	505.41976E-12	4.0647058E+0	-27.062359E-9	31.365435E-12
4.0823531E+0	507.36826E-12	4.0823531E+0	-27.010151E-9	31.787250E-12	504.99382E-12	4.0823531E+0	-27.047221E-9	32.459813E-12
4.1000004E+0	506.73427E-12	4.0999999E+0	-26.997895E-9	31.848725E-12	505.67289E-12	4.0999999E+0	-27.027431E-9	32.651493E-12
4.1176472E+0	505.56825E-12	4.1176472E+0	-26.983528E-9	32.952856E-12	504.99738E-12	4.1176472E+0	-27.010174E-9	32.418509E-12
4.1352940E+0	506.28812E-12	4.1352940E+0	-26.964766E-9	31.735940E-12	505.95672E-12	4.1352940E+0	-26.994163E-9	32.812995E-12
4.1529412E+0	506.09739E-12	4.1529412E+0	-26.946740E-9	32.915268E-12	505.47855E-12	4.1529412E+0	-26.983344E-9	32.293397E-12
4.1705885E+0	505.57020E-12	4.1705880E+0	-26.931378E-9	33.395401E-12	506.05453E-12	4.1705880E+0	-26.969676E-9	33.516311E-12
4.1882353E+0	505.08453E-12	4.1882353E+0	-26.920134E-9	32.725711E-12	505.04695E-12	4.1882353E+0	-26.954167E-9	32.956905E-12
4.2058825E+0	505.25273E-12	4.2058825E+0	-26.907140E-9	32.772542E-12	505.74872E-12	4.2058825E+0	-26.934440E-9	33.572013E-12
4.2235298E+0	505.85458E-12	4.2235293E+0	-26.888641E-9	33.500102E-12	504.53725E-12	4.2235293E+0	-26.916842E-9	34.016848E-12
4.2411766E+0	505.64375E-12	4.2411766E+0	-26.868255E-9	33.456370E-12	505.59790E-12	4.2411766E+0	-26.898871E-9	33.850870E-12
4.2588234E+0	506.65094E-12	4.2588234E+0	-26.847177E-9	33.151471E-12	505.17296E-12	4.2588234E+0	-26.884550E-9	33.301126E-12
4.2764707E+0	506.50517E-12	4.2764707E+0	-26.829944E-9	34.554460E-12	505.91076E-12	4.2764707E+0	-26.867525E-9	34.216994E-12
4.2941179E+0	505.67328E-12	4.2941175E+0	-26.818874E-9	33.380600E-12	504.44499E-12	4.2941175E+0	-26.850751E-9	33.795893E-12
4.3117647E+0	505.89827E-12	4.3117647E+0	-26.805111E-9	34.039899E-12	504.99860E-12	4.3117647E+0	-26.830552E-9	34.900572E-12
4.3294120E+0	506.18543E-12	4.3294120E+0	-26.785598E-9	34.243733E-12	505.04706E-12	4.3294120E+0	-26.812774E-9	34.701086E-12
4.3470592E+0	506.42396E-12	4.3470588E+0	-26.764447E-9	34.688974E-12	505.34515E-12	4.3470588E+0	-26.797769E-9	35.238958E-12
4.3647060E+0	505.79874E-12	4.3647060E+0	-26.743090E-9	35.225208E-12	504.94087E-12	4.3647060E+0	-26.784056E-9	35.787401E-12
4.3823528E+0	505.42165E-12	4.3823528E+0	-26.726042E-9	35.221829E-12	504.72015E-12	4.3823528E+0	-26.764075E-9	35.631637E-12
4.4000001E+0	505.40067E-12	4.4000001E+0	-26.710131E-9	36.703644E-12	505.10085E-12	4.4000001E+0	-26.739315E-9	36.292906E-12
4.4176474E+0	505.47388E-12	4.4176469E+0	-26.691993E-9	36.547276E-12	505.13776E-12	4.4176469E+0	-26.714730E-9	37.559296E-12
4.4352942E+0	505.72446E-12	4.4352942E+0	-26.670532E-9	37.985361E-12	506.79660E-12	4.4352942E+0	-26.693558E-9	38.158723E-12
4.4529414E+0	506.35851E-12	4.4529409E+0	-26.645305E-9	38.836268E-12	506.09150E-12	4.4529409E+0	-26.677679E-9	38.736840E-12
4.4705887E+0	506.83591E-12	4.4705882E+0	-26.624225E-9	39.323884E-12	506.24821E-12	4.4705882E+0	-26.658203E-9	40.138230E-12
4.4882355E+0	506.65261E-12	4.4882355E+0	-26.603990E-9	41.850693E-12	505.49676E-12	4.4882355E+0	-26.635725E-9	40.955760E-12
4.5058827E+0	507.23942E-12	4.5058823E+0	-26.580745E-9	41.448615E-12	504.98294E-12	4.5058823E+0	-26.610399E-9	42.279381E-12
4.5235295E+0	506.07762E-12	4.5235295E+0	-26.556739E-9	42.189321E-12	505.13693E-12	4.5235295E+0	-26.585363E-9	41.739199E-12
4.5411768E+0	506.64739E-12	4.5411763E+0	-26.530865E-9	41.537336E-12	505.21709E-12	4.5411763E+0	-26.561761E-9	41.401934E-12
4.5588236E+0	505.72796E-12	4.5588236E+0	-26.506370E-9	40.185535E-12	505.37907E-12	4.5588236E+0	-26.538277E-9	41.498156E-12
4.5764709E+0	505.51724E-12	4.5764704E+0	-26.485028E-9	39.132947E-12	505.75488E-12	4.5764704E+0	-26.511646E-9	38.975469E-12
4.5941176E+0	505.41665E-12	4.5941176E+0	-26.465640E-9	37.547892E-12	505.32523E-12	4.5941176E+0	-26.489548E-9	38.526019E-12
4.6117649E+0	505.30585E-12	4.6117649E+0	-26.447010E-9	35.685222E-12	505.21481E-12	4.6117649E+0	-26.467740E-9	36.528176E-12
4.6294122E+0	505.52645E-12	4.6294117E+0	-26.429161E-9	33.566191E-12	505.00948E-12	4.6294117E+0	-26.448932E-9	33.681811E-12
4.6470590E+0	505.90748E-12	4.6470590E+0	-26.408349E-9	32.226687E-12	506.15773E-12	4.6470590E+0	-26.430326E-9	32.729770E-12
4.6647062E+0	505.60944E-12	4.6647058E+0	-26.388049E-9	30.652328E-12	505.21404E-12	4.6647058E+0	-26.414487E-9	30.426387E-12
4.6823530E+0	505.04101E-12	4.6823530E+0	-26.371241E-9	29.139399E-12	505.02741E-12	4.6823530E+0	-26.397325E-9	29.810130E-12
4.7000003E+0	504.58210E-12	4.6999998E+0	-26.358112E-9	28.090299E-12	505.00470E-12	4.6999998E+0	-26.380160E-9	27.625503E-12
4.7176471E+0	504.86643E-12	4.7176471E+0	-26.347713E-9	26.276018E-12	504.44027E-12	4.7176471E+0	-26.363335E-9	27.596279E-12
4.7352943E+0	505.71980E-12	4.7352943E+0	-26.334526E-9	25.473196E-12	504.40424E-12	4.7352943E+0	-26.346592E-9	25.925326E-12
4.7529416E+0	505.44324E-12	4.7529411E+0	-26.319729E-9	24.915649E-12	504.88325E-12	4.7529411E+0	-26.333938E-9	24.708650E-12
4.7705884E+0	504.77644E-12	4.7705884E+0	-26.306003E-9	23.329456E-12	505.81150E-12	4.7705884E+0	-26.322986E-9	24.360000E-12
4.7882357E+0	505.05222E-12	4.7882352E+0	-26.293884E-9	22.620197E-12	506.17360E-12	4.7882352E+0	-26.312506E-9	23.304539E-12
4.8058825E+0	504.54024E-12	4.8058825E+0	-26.285221E-9	21.814646E-12	505.73240E-12	4.8058825E+0	-26.301096E-9	22.384039E-12
4.8235297E+0	505.28015E-12	4.8235292E+0	-26.276130E-9	22.426346E-12	504.89574E-12	4.8235292E+0	-26.286122E-9	21.658800E-12
4.8411765E+0	505.57403E-12	4.8411765E+0	-26.264628E-9	20.317222E-12	504.46691E-12	4.8411765E+0	-26.272424E-9	20.627671E-12
4.8588238E+0	504.91744E-12	4.8588233E+0	-26.251369E-9	20.965502E-12	504.80325E-12	4.8588233E+0	-26.262539E-9	20.735379E-12
4.8764706E+0	505.18612E-12	4.8764706E+0	-26.240134E-9	19.662098E-12	504.74608E-12	4.8764706E+0	-26.255462E-9	20.408817E-12
4.8941178E+0	504.46630E-12	4.8941178E+0	-26.233826E-9	20.012244E-12	504.49195E-12	4.8941178E+0	-26.246209E-9	19.555576E-12
4.9117651E+0	504.99593E-12	4.9117646E+0	-26.229523E-9	18.139653E-12	505.00293E-12	4.9117646E+0	-26.232172E-9	19.216946E-12
4.9294119E+0	504.93892E-12	4.9294119E+0	-26.222633E-9	17.980605E-12	505.68838E-12	4.9294119E+0	-26.218633E-9	19.259615E-12
4.9470592E+0	505.37058E-12	4.9470587E+0	-26.209726E-9	18.023182E-12	505.93374E-12	4.9470587E+0	-26.210271E-9	17.502295E-12
4.9647059E+0	505.22680E-12	4.9647059E+0	-26.196112E-9	17.777658E-12	505.98270E-12	4.9647059E+0	-26.204258E-9	18.377879E-12
4.9823532E+0	504.95974E-12	4.9823527E+0	-26.186727E-9	17.255732E-12	506.32792E-12	4.9823527E+0	-26.197347E-9	17.103383E-12
5.0000000E+0	505.37219E-12	5.0000000E+0	-26.182098E-9	17.022684E-12	506.64456E-12	5.0000000E+0	-26.186081E-9	17.426791E-12
