3.7705884E+0	56.096284E-12	3.7705882E+0	8.7499217E-9	-13.015023E-12	55.948943E-12	3.7705882E+0	8.7108090E-9	-12.928381E-12
3.7941177E+0	56.015640E-12	3.7941177E+0	8.7624921E-9	-13.052939E-12	56.007962E-12	3.7941177E+0	8.7200176E-9	-12.813279E-12
3.8176472E+0	55.907487E-12	3.8176470E+0	8.7794891E-9	-12.505524E-12	56.262283E-12	3.8176470E+0	8.7186809E-9	-12.889329E-12
3.8411765E+0	55.812875E-12	3.8411765E+0	8.7874472E-9	-12.557753E-12	56.026159E-12	3.8411765E+0	8.7232008E-9	-12.703211E-12
3.8647060E+0	55.948694E-12	3.8647058E+0	8.7909378E-9	-12.806579E-12	56.070877E-12	3.8647058E+0	8.7297138E-9	-12.600689E-12
3.8882353E+0	55.972539E-12	3.8882353E+0	8.8001819E-9	-12.738220E-12	56.070922E-12	3.8882353E+0	8.7478202E-9	-12.609865E-12
3.9117649E+0	55.923006E-12	3.9117646E+0	8.8124636E-9	-12.146009E-12	55.901596E-12	3.9117646E+0	8.7561434E-9	-12.481488E-12
3.9352942E+0	56.165312E-12	3.9352942E+0	8.8314058E-9	-12.641082E-12	56.057572E-12	3.9352942E+0	8.7615204E-9	-12.180996E-12
3.9588237E+0	55.718655E-12	3.9588234E+0	8.8392307E-9	-12.338207E-12	56.105912E-12	3.9588234E+0	8.7751459E-9	-12.489158E-12
3.9823530E+0	56.003570E-12	3.9823530E+0	8.8495513E-9	-11.995760E-12	55.892589E-12	3.9823530E+0	8.7935161E-9	-12.038856E-12
4.0058823E+0	56.029147E-12	4.0058823E+0	8.8697600E-9	-12.213910E-12	55.825414E-12	4.0058823E+0	8.8159808E-9	-12.151247E-12
4.0294118E+0	56.090889E-12	4.0294118E+0	8.8928358E-9	-11.922578E-12	56.083325E-12	4.0294118E+0	8.8368264E-9	-12.082999E-12
4.0529413E+0	55.973629E-12	4.0529413E+0	8.9139274E-9	-11.585811E-12	56.024758E-12	4.0529413E+0	8.8520586E-9	-11.266291E-12
4.0764704E+0	55.943094E-12	4.0764704E+0	8.9310328E-9	-11.619026E-12	56.106970E-12	4.0764704E+0	8.8638465E-9	-11.597292E-12
4.1000004E+0	56.017215E-12	4.0999999E+0	8.9549248E-9	-11.066423E-12	56.063227E-12	4.0999999E+0	8.8745473E-9	-11.542320E-12
4.1235294E+0	56.028356E-12	4.1235294E+0	8.9785841E-9	-11.453215E-12	55.772383E-12	4.1235294E+0	8.9003427E-9	-10.851834E-12
4.1470590E+0	56.007310E-12	4.1470590E+0	9.0057855E-9	-11.017288E-12	55.942733E-12	4.1470590E+0	8.9357206E-9	-10.965269E-12
4.1705885E+0	56.077837E-12	4.1705880E+0	9.0355314E-9	-10.756970E-12	55.865128E-12	4.1705880E+0	8.9853485E-9	-10.656536E-12
4.1941175E+0	56.179197E-12	4.1941175E+0	9.0713455E-9	-10.529637E-12	55.983655E-12	4.1941175E+0	9.0173247E-9	-10.391770E-12
4.2176471E+0	56.162179E-12	4.2176471E+0	9.1118917E-9	-10.384506E-12	55.955067E-12	4.2176471E+0	9.0467687E-9	-10.530965E-12
4.2411766E+0	56.184484E-12	4.2411766E+0	9.1486001E-9	-10.401188E-12	56.060063E-12	4.2411766E+0	9.0736023E-9	-10.345507E-12
4.2647057E+0	56.390791E-12	4.2647057E+0	9.1918109E-9	-10.482898E-12	55.889682E-12	4.2647057E+0	9.1086010E-9	-10.072468E-12
4.2882357E+0	56.048149E-12	4.2882352E+0	9.2364019E-9	-9.9656446E-12	55.875221E-12	4.2882352E+0	9.1514893E-9	-10.157222E-12
4.3117647E+0	56.148058E-12	4.3117647E+0	9.2792147E-9	-9.7498285E-12	55.859348E-12	4.3117647E+0	9.2030321E-9	-9.9372940E-12
4.3352942E+0	56.154831E-12	4.3352942E+0	9.3173709E-9	-10.056678E-12	55.822545E-12	4.3352942E+0	9.2462935E-9	-9.8474380E-12
4.3588238E+0	56.186996E-12	4.3588233E+0	9.3556958E-9	-10.071804E-12	55.813645E-12	4.3588233E+0	9.2945589E-9	-9.8153248E-12
4.3823528E+0	56.275047E-12	4.3823528E+0	9.4043511E-9	-9.8202202E-12	55.881241E-12	4.3823528E+0	9.3394936E-9	-9.8145953E-12
4.4058824E+0	56.368105E-12	4.4058824E+0	9.4657366E-9	-10.112957E-12	55.817306E-12	4.4058824E+0	9.3917549E-9	-9.8794592E-12
4.4294119E+0	56.319841E-12	4.4294119E+0	9.5200914E-9	-10.016123E-12	55.787513E-12	4.4294119E+0	9.4403045E-9	-9.8774426E-12
4.4529409E+0	56.104923E-12	4.4529409E+0	9.5694253E-9	-9.7018305E-12	55.896829E-12	4.4529409E+0	9.4881072E-9	-10.272855E-12
4.4764709E+0	56.091812E-12	4.4764705E+0	9.6039559E-9	-10.129136E-12	55.926111E-12	4.4764705E+0	9.5300656E-9	-10.100464E-12
4.5000000E+0	56.145026E-12	4.5000000E+0	9.6363868E-9	-10.402281E-12	56.010981E-12	4.5000000E+0	9.5691775E-9	-10.221769E-12
4.5235295E+0	56.191066E-12	4.5235295E+0	9.6773016E-9	-10.486247E-12	55.969829E-12	4.5235295E+0	9.6002877E-9	-10.502287E-12
4.5470591E+0	56.307795E-12	4.5470591E+0	9.7259223E-9	-10.835573E-12	55.774125E-12	4.5470591E+0	9.6513393E-9	-10.636688E-12
4.5705881E+0	56.104652E-12	4.5705881E+0	9.7652917E-9	-10.890596E-12	55.779222E-12	4.5705881E+0	9.7004005E-9	-10.799410E-12
4.5941176E+0	56.178454E-12	4.5941176E+0	9.7972679E-9	-10.971100E-12	55.897963E-12	4.5941176E+0	9.7390958E-9	-11.162100E-12
4.6176472E+0	56.116917E-12	4.6176472E+0	9.8294297E-9	-11.156976E-12	55.951094E-12	4.6176472E+0	9.7727311E-9	-11.170656E-12
4.6411767E+0	55.985230E-12	4.6411767E+0	9.8592441E-9	-11.310728E-12	56.090223E-12	4.6411767E+0	9.7945785E-9	-11.084933E-12
4.6647058E+0	56.245796E-12	4.6647058E+0	9.8917736E-9	-11.302332E-12	55.718725E-12	4.6647058E+0	9.8172439E-9	-11.496332E-12
4.6882353E+0	56.041803E-12	4.6882353E+0	9.9201403E-9	-11.866308E-12	55.835614E-12	4.6882353E+0	9.8448343E-9	-11.614296E-12
4.7117648E+0	55.933973E-12	4.7117648E+0	9.9442268E-9	-11.499639E-12	55.908105E-12	4.7117648E+0	9.8722683E-9	-11.600871E-12
4.7352943E+0	55.913486E-12	4.7352943E+0	9.9589990E-9	-11.855678E-12	55.847469E-12	4.7352943E+0	9.9001944E-9	-11.814674E-12
4.7588234E+0	55.998133E-12	4.7588234E+0	9.9769428E-9	-12.038598E-12	55.861961E-12	4.7588234E+0	9.9217665E-9	-11.909063E-12
4.7823529E+0	55.989182E-12	4.7823529E+0	10.000940E-9	-11.875004E-12	55.822187E-12	4.7823529E+0	9.9471826E-9	-11.766001E-12
4.8058825E+0	56.106859E-12	4.8058825E+0	10.030643E-9	-11.959497E-12	55.698460E-12	4.8058825E+0	9.9724362E-9	-12.256442E-12
4.8294120E+0	56.006713E-12	4.8294120E+0	10.057704E-9	-11.946851E-12	56.093574E-12	4.8294120E+0	9.9906448E-9	-12.106298E-12
4.8529410E+0	55.887888E-12	4.8529410E+0	10.071953E-9	-12.009910E-12	55.929355E-12	4.8529410E+0	10.004419E-9	-11.927376E-12
4.8764706E+0	56.177240E-12	4.8764706E+0	10.089674E-9	-12.242501E-12	56.035353E-12	4.8764706E+0	10.018497E-9	-12.326054E-12
4.9000001E+0	55.738972E-12	4.9000001E+0	10.096435E-9	-12.381260E-12	55.982323E-12	4.9000001E+0	10.039165E-9	-12.174607E-12
4.9235296E+0	56.024185E-12	4.9235296E+0	10.123626E-9	-12.130835E-12	55.863137E-12	4.9235296E+0	10.058753E-9	-12.106633E-12
4.9470587E+0	55.938729E-12	4.9470587E+0	10.136018E-9	-12.253847E-12	55.909933E-12	4.9470587E+0	10.078251E-9	-12.528231E-12
4.9705882E+0	55.991944E-12	4.9705882E+0	10.151850E-9	-12.472991E-12	55.898969E-12	4.9705882E+0	10.094549E-9	-12.376715E-12
4.9941177E+0	55.856899E-12	4.9941177E+0	10.165718E-9	-12.041369E-12	55.885432E-12	4.9941177E+0	10.116906E-9	-12.152903E-12
5.0176473E+0	56.050296E-12	5.0176473E+0	10.184916E-9	-12.187844E-12	55.825008E-12	5.0176473E+0	10.137914E-9	-12.233255E-12
5.0411768E+0	56.040183E-12	5.0411763E+0	10.206380E-9	-12.530667E-12	55.945477E-12	5.0411763E+0	10.151756E-9	-12.372414E-12
5.0647058E+0	55.843562E-12	5.0647058E+0	10.227087E-9	-12.207387E-12	55.952257E-12	5.0647058E+0	10.161742E-9	-12.199512E-12
5.0882354E+0	55.714162E-12	5.0882354E+0	10.240210E-9	-12.376301E-12	56.055650E-12	5.0882354E+0	10.175059E-9	-12.542834E-12
5.1117649E+0	55.998036E-12	5.1117649E+0	10.250874E-9	-12.440414E-12	55.777064E-12	5.1117649E+0	10.193708E-9	-12.426190E-12
5.1352944E+0	55.878132E-12	5.1352940E+0	10.269686E-9	-12.218754E-12	55.702037E-12	5.1352940E+0	10.218256E-9	-12.081835E-12
5.1588235E+0	55.928914E-12	5.1588235E+0	10.285202E-9	-11.993075E-12	56.048111E-12	5.1588235E+0	10.244380E-9	-12.255886E-12
5.1823530E+0	56.164663E-12	5.1823530E+0	10.309385E-9	-12.261694E-12	55.970839E-12	5.1823530E+0	10.255926E-9	-12.153750E-12
5.2058825E+0	55.866020E-12	5.2058825E+0	10.323285E-9	-12.304724E-12	55.641422E-12	5.2058825E+0	10.276747E-9	-12.319856E-12
5.2294121E+0	55.802325E-12	5.2294116E+0	10.348084E-9	-12.305677E-12	55.910297E-12	5.2294116E+0	10.292150E-9	-12.448736E-12
5.2529411E+0	55.953700E-12	5.2529411E+0	10.365169E-9	-12.052314E-12	56.070606E-12	5.2529411E+0	10.310921E-9	-12.119457E-12
5.2764707E+0	56.090341E-12	5.2764707E+0	10.380880E-9	-12.262557E-12	55.892201E-12	5.2764707E+0	10.321929E-9	-12.008516E-12
5.3000002E+0	55.640308E-12	5.3000002E+0	10.399331E-9	-12.138522E-12	55.644316E-12	5.3000002E+0	10.340586E-9	-12.548920E-12
5.3235297E+0	55.876595E-12	5.3235292E+0	10.408188E-9	-12.037207E-12	56.107001E-12	5.3235292E+0	10.362138E-9	-11.941948E-12
5.3470588E+0	55.992794E-12	5.3470588E+0	10.434117E-9	-12.064572E-12	55.609357E-12	5.3470588E+0	10.387843E-9	-12.233893E-12
5.3705883E+0	56.020938E-12	5.3705883E+0	10.459529E-9	-12.153858E-12	55.901540E-12	5.3705883E+0	10.417526E-9	-12.181856E-12
5.3941178E+0	55.919755E-12	5.3941178E+0	10.489502E-9	-12.131945E-12	55.858297E-12	5.3941178E+0	10.433526E-9	-11.845767E-12
5.4176474E+0	55.897995E-12	5.4176469E+0	10.501858E-9	-12.008911E-12	55.862537E-12	5.4176469E+0	10.454276E-9	-12.053721E-12
5.4411764E+0	55.920563E-12	5.4411764E+0	10.515853E-9	-12.091806E-12	56.034070E-12	5.4411764E+0	10.472917E-9	-12.208703E-12
5.4647059E+0	56.184665E-12	5.4647059E+0	10.543947E-9	-12.087766E-12	55.865115E-12	5.4647059E+0	10.488608E-9	-11.849866E-12
5.4882355E+0	55.979710E-12	5.4882355E+0	10.573910E-9	-11.977333E-12	55.801152E-12	5.4882355E+0	10.512645E-9	-11.767198E-12
5.5117650E+0	55.911581E-12	5.5117645E+0	10.590908E-9	-11.946802E-12	55.866124E-12	5.5117645E+0	10.542259E-9	-12.110234E-12
5.5352941E+0	55.940801E-12	5.5352941E+0	10.615747E-9	-11.945987E-12	55.913732E-12	5.5352941E+0	10.570839E-9	-11.864481E-12
5.5588236E+0	55.959747E-12	5.5588236E+0	10.637693E-9	-11.855687E-12	55.768511E-12	5.5588236E+0	10.602448E-9	-11.852574E-12
5.5823531E+0	56.044336E-12	5.5823531E+0	10.670476E-9	-11.590473E-12	55.803178E-12	5.5823531E+0	10.623776E-9	-11.586695E-12
5.6058826E+0	56.054366E-12	5.6058822E+0	10.702895E-9	-11.754449E-12	55.777247E-12	5.6058822E+0	10.656904E-9	-11.695284E-12
5.6294117E+0	56.215914E-12	5.6294117E+0	10.743265E-9	-11.571989E-12	55.676120E-12	5.6294117E+0	10.692431E-9	-11.391665E-12
5.6529412E+0	55.924577E-12	5.6529412E+0	10.770008E-9	-11.275564E-12	55.642057E-12	5.6529412E+0	10.728549E-9	-11.401912E-12
5.6764708E+0	56.014769E-12	5.6764708E+0	10.802852E-9	-11.313712E-12	56.037799E-12	5.6764708E+0	10.756405E-9	-11.380616E-12
5.7000003E+0	56.215886E-12	5.6999998E+0	10.844714E-9	-11.152906E-12	55.743195E-12	5.6999998E+0	10.787833E-9	-11.131756E-12
5.7235293E+0	55.951410E-12	5.7235293E+0	10.884976E-9	-11.177158E-12	55.620307E-12	5.7235293E+0	10.830886E-9	-11.156634E-12
5.7470589E+0	56.040676E-12	5.7470589E+0	10.919762E-9	-11.092894E-12	55.580041E-12	5.7470589E+0	10.877820E-9	-11.063821E-12
5.7705884E+0	56.142434E-12	5.7705884E+0	10.967960E-9	-10.993015E-12	55.606568E-12	5.7705884E+0	10.929039E-9	-10.980030E-12
5.7941179E+0	56.131624E-12	5.7941175E+0	11.021067E-9	-10.922694E-12	55.501024E-12	5.7941175E+0	10.985071E-9	-10.986816E-12
5.8176470E+0	56.181469E-12	5.8176470E+0	11.069696E-9	-10.798520E-12	55.581904E-12	5.8176470E+0	11.030841E-9	-10.775485E-12
5.8411765E+0	56.216306E-12	5.8411765E+0	11.127653E-9	-10.816887E-12	55.676203E-12	5.8411765E+0	11.087255E-9	-10.812251E-12
5.8647060E+0	56.169278E-12	5.8647060E+0	11.187743E-9	-10.676983E-12	55.592430E-12	5.8647060E+0	11.122790E-9	-10.892654E-12
5.8882356E+0	56.160562E-12	5.8882351E+0	11.230583E-9	-10.820123E-12	55.638993E-12	5.8882351E+0	11.173592E-9	-10.751925E-12
5.9117646E+0	56.148627E-12	5.9117646E+0	11.277907E-9	-10.788147E-12	55.566350E-12	5.9117646E+0	11.235232E-9	-10.662645E-12
5.9352942E+0	56.361589E-12	5.9352942E+0	11.333714E-9	-10.729690E-12	55.381637E-12	5.9352942E+0	11.303854E-9	-10.903159E-12
5.9588237E+0	56.020771E-12	5.9588237E+0	11.393000E-9	-11.038069E-12	55.651581E-12	5.9588237E+0	11.351860E-9	-10.782200E-12
5.9823532E+0	56.112066E-12	5.9823527E+0	11.440481E-9	-11.234168E-12	55.337790E-12	5.9823527E+0	11.403180E-9	-10.860323E-12
6.0058823E+0	56.231072E-12	6.0058823E+0	11.492240E-9	-11.158411E-12	55.772498E-12	6.0058823E+0	11.446514E-9	-11.226215E-12
6.0294118E+0	56.105485E-12	6.0294118E+0	11.536335E-9	-11.277638E-12	55.916008E-12	6.0294118E+0	11.494384E-9	-11.345968E-12
6.0529413E+0	56.066016E-12	6.0529413E+0	11.572661E-9	-11.412308E-12	55.660608E-12	6.0529413E+0	11.537490E-9	-11.493462E-12
6.0764709E+0	56.043798E-12	6.0764704E+0	11.604500E-9	-11.600327E-12	55.703435E-12	6.0764704E+0	11.574723E-9	-11.596406E-12
6.0999999E+0	56.009714E-12	6.0999999E+0	11.637141E-9	-11.788084E-12	55.831582E-12	6.0999999E+0	11.606948E-9	-11.622882E-12
6.1235294E+0	55.945699E-12	6.1235294E+0	11.664680E-9	-11.807170E-12	55.885026E-12	6.1235294E+0	11.636845E-9	-11.942555E-12
6.1470590E+0	55.874864E-12	6.1470590E+0	11.689173E-9	-11.993817E-12	55.737165E-12	6.1470590E+0	11.666089E-9	-11.928583E-12
6.1705885E+0	55.940436E-12	6.1705880E+0	11.715401E-9	-12.116201E-12	55.708209E-12	6.1705880E+0	11.701124E-9	-12.035526E-12
6.1941175E+0	55.974621E-12	6.1941175E+0	11.744238E-9	-12.057008E-12	55.577293E-12	6.1941175E+0	11.730899E-9	-12.242272E-12
6.2176471E+0	56.025164E-12	6.2176471E+0	11.775046E-9	-12.195946E-12	55.848780E-12	6.2176471E+0	11.762152E-9	-12.452209E-12
6.2411766E+0	55.950827E-12	6.2411766E+0	11.797731E-9	-12.397768E-12	55.922697E-12	6.2411766E+0	11.771111E-9	-12.139311E-12
6.2647061E+0	55.849891E-12	6.2647057E+0	11.816059E-9	-12.231988E-12	55.842872E-12	6.2647057E+0	11.783285E-9	-12.447165E-12
6.2882352E+0	55.897127E-12	6.2882352E+0	11.832324E-9	-12.226549E-12	55.793536E-12	6.2882352E+0	11.804076E-9	-12.502640E-12
6.3117647E+0	55.836488E-12	6.3117647E+0	11.846490E-9	-12.483063E-12	55.748881E-12	6.3117647E+0	11.831506E-9	-12.330247E-12
6.3352942E+0	56.147739E-12	6.3352942E+0	11.860603E-9	-12.620242E-12	55.722038E-12	6.3352942E+0	11.853675E-9	-12.427988E-12
6.3588238E+0	55.719228E-12	6.3588233E+0	11.884230E-9	-12.320809E-12	55.789651E-12	6.3588233E+0	11.879886E-9	-12.381131E-12
6.3823528E+0	55.981216E-12	6.3823528E+0	11.910147E-9	-12.557108E-12	55.934295E-12	6.3823528E+0	11.902640E-9	-12.604940E-12
6.4058824E+0	55.959348E-12	6.4058824E+0	11.935135E-9	-12.503414E-12	55.892971E-12	6.4058824E+0	11.918085E-9	-12.549102E-12
6.4294119E+0	55.851466E-12	6.4294119E+0	11.945656E-9	-12.478294E-12	55.729719E-12	6.4294119E+0	11.937910E-9	-12.321070E-12
6.4529414E+0	55.902345E-12	6.4529409E+0	11.962362E-9	-12.439761E-12	55.691275E-12	6.4529409E+0	11.953528E-9	-12.443283E-12
6.4764705E+0	55.858512E-12	6.4764705E+0	11.979922E-9	-12.378266E-12	55.706509E-12	6.4764705E+0	11.980646E-9	-12.289758E-12
6.5000000E+0	55.866294E-12	6.5000000E+0	12.003017E-9	-12.260189E-12	56.108000E-12	6.5000000E+0	12.002368E-9	-12.174855E-12
