3.0235295E+0	506.94865E-12	3.0235295E+0	-27.430485E-9	16.467281E-12	506.64223E-12	3.0235295E+0	-27.451053E-9	16.053991E-12
3.0411766E+0	507.54939E-12	3.0411766E+0	-27.427292E-9	16.190209E-12	505.95850E-12	3.0411766E+0	-27.443988E-9	15.612003E-12
3.0588236E+0	506.85650E-12	3.0588236E+0	-27.431080E-9	14.301288E-12	505.61172E-12	3.0588236E+0	-27.441937E-9	14.661111E-12
3.0764706E+0	506.82364E-12	3.0764706E+0	-27.429191E-9	16.183214E-12	506.60537E-12	3.0764706E+0	-27.440370E-9	15.302346E-12
3.0941179E+0	507.37209E-12	3.0941176E+0	-27.414458E-9	15.330875E-12	505.94212E-12	3.0941176E+0	-27.437395E-9	15.613410E-12
3.1117649E+0	505.73351E-12	3.1117647E+0	-27.403606E-9	14.592041E-12	505.19949E-12	3.1117647E+0	-27.429724E-9	14.294313E-12
3.1294119E+0	505.00759E-12	3.1294117E+0	-27.398613E-9	15.613339E-12	505.44019E-12	3.1294117E+0	-27.422256E-9	15.818156E-12
3.1470590E+0	505.12972E-12	3.1470587E+0	-27.400006E-9	15.923304E-12	505.26261E-12	3.1470587E+0	-27.415867E-9	15.703433E-12
3.1647060E+0	505.33433E-12	3.1647060E+0	-27.403416E-9	14.726460E-12	505.69149E-12	3.1647060E+0	-27.414240E-9	14.992606E-12
3.1823530E+0	507.01959E-12	3.1823530E+0	-27.399148E-9	16.122118E-12	507.75661E-12	3.1823530E+0	-27.411646E-9	15.552809E-12
3.2000000E+0	507.96983E-12	3.2000000E+0	-27.385314E-9	15.096559E-12	505.50975E-12	3.2000000E+0	-27.411227E-9	15.068240E-12
3.2176471E+0	506.64561E-12	3.2176471E+0	-27.376656E-9	15.454044E-12	506.17621E-12	3.2176471E+0	-27.402303E-9	16.067508E-12
3.2352943E+0	505.87917E-12	3.2352941E+0	-27.371472E-9	14.714561E-12	507.20117E-12	3.2352941E+0	-27.390662E-9	14.650774E-12
3.2529414E+0	505.19150E-12	3.2529411E+0	-27.369422E-9	15.247196E-12	506.67154E-12	3.2529411E+0	-27.384477E-9	16.243777E-12
3.2705884E+0	505.68472E-12	3.2705882E+0	-27.371778E-9	15.345733E-12	506.12192E-12	3.2705882E+0	-27.383356E-9	15.371003E-12
3.2882354E+0	507.23808E-12	3.2882352E+0	-27.364674E-9	15.138623E-12	506.20491E-12	3.2882352E+0	-27.384322E-9	15.968841E-12
3.3058825E+0	505.43542E-12	3.3058825E+0	-27.354345E-9	17.337208E-12	506.16633E-12	3.3058825E+0	-27.381233E-9	16.408751E-12
3.3235295E+0	505.29736E-12	3.3235295E+0	-27.346349E-9	15.481423E-12	506.68292E-12	3.3235295E+0	-27.372478E-9	15.900527E-12
3.3411765E+0	504.92871E-12	3.3411765E+0	-27.340736E-9	15.026940E-12	504.98833E-12	3.3411765E+0	-27.364331E-9	15.659725E-12
3.3588238E+0	506.19214E-12	3.3588235E+0	-27.344772E-9	15.271227E-12	505.57714E-12	3.3588235E+0	-27.355551E-9	16.731592E-12
3.3764708E+0	508.74704E-12	3.3764706E+0	-27.342452E-9	15.132864E-12	505.58324E-12	3.3764706E+0	-27.354332E-9	16.127823E-12
3.3941178E+0	507.55028E-12	3.3941176E+0	-27.332934E-9	16.029150E-12	505.34560E-12	3.3941176E+0	-27.353705E-9	16.149245E-12
3.4117649E+0	507.49110E-12	3.4117646E+0	-27.318142E-9	16.949024E-12	504.82046E-12	3.4117646E+0	-27.351065E-9	16.164558E-12
3.4294119E+0	506.94238E-12	3.4294116E+0	-27.305456E-9	16.621192E-12	504.56733E-12	3.4294116E+0	-27.342473E-9	16.465019E-12
3.4470589E+0	504.11608E-12	3.4470589E+0	-27.308120E-9	15.725001E-12	505.29747E-12	3.4470589E+0	-27.333446E-9	16.582754E-12
3.4647059E+0	504.26885E-12	3.4647059E+0	-27.312600E-9	16.259339E-12	504.70905E-12	3.4647059E+0	-27.327159E-9	15.884842E-12
3.4823530E+0	505.20688E-12	3.4823530E+0	-27.314019E-9	17.317070E-12	505.28903E-12	3.4823530E+0	-27.324850E-9	17.210129E-12
3.5000002E+0	506.76707E-12	3.5000000E+0	-27.301040E-9	16.582659E-12	504.99860E-12	3.5000000E+0	-27.322228E-9	16.779921E-12
3.5176473E+0	505.42304E-12	3.5176470E+0	-27.285152E-9	16.569128E-12	505.06410E-12	3.5176470E+0	-27.315679E-9	17.810798E-12
3.5352943E+0	505.05572E-12	3.5352941E+0	-27.273941E-9	17.308755E-12	505.46439E-12	3.5352941E+0	-27.304507E-9	17.380423E-12
3.5529413E+0	505.31590E-12	3.5529411E+0	-27.270513E-9	17.144871E-12	505.13210E-12	3.5529411E+0	-27.295465E-9	17.717451E-12
3.5705884E+0	504.70544E-12	3.5705884E+0	-27.277416E-9	17.641258E-12	506.95276E-12	3.5705884E+0	-27.290001E-9	18.867364E-12
3.5882354E+0	505.82644E-12	3.5882354E+0	-27.273703E-9	18.786672E-12	505.85169E-12	3.5882354E+0	-27.287262E-9	17.952081E-12
3.6058824E+0	506.10843E-12	3.6058824E+0	-27.261573E-9	19.499121E-12	506.72089E-12	3.6058824E+0	-27.285793E-9	18.565233E-12
3.6235297E+0	507.87458E-12	3.6235294E+0	-27.244200E-9	17.130148E-12	504.79371E-12	3.6235294E+0	-27.279867E-9	18.684408E-12
3.6411767E+0	507.39934E-12	3.6411765E+0	-27.233410E-9	19.668430E-12	504.86643E-12	3.6411765E+0	-27.267911E-9	19.613729E-12
3.6588237E+0	506.42801E-12	3.6588235E+0	-27.233078E-9	19.997599E-12	505.25256E-12	3.6588235E+0	-27.256551E-9	19.892133E-12
3.6764708E+0	505.56809E-12	3.6764705E+0	-27.235490E-9	18.882241E-12	505.07964E-12	3.6764705E+0	-27.249008E-9	19.687491E-12
3.6941178E+0	506.67426E-12	3.6941175E+0	-27.228664E-9	20.673420E-12	506.45516E-12	3.6941175E+0	-27.243347E-9	20.452562E-12
3.7117648E+0	508.45417E-12	3.7117648E+0	-27.211977E-9	20.769065E-12	506.39193E-12	3.7117648E+0	-27.240162E-9	20.480860E-12
3.7294118E+0	508.04799E-12	3.7294118E+0	-27.195007E-9	22.115957E-12	506.07674E-12	3.7294118E+0	-27.235355E-9	21.468407E-12
3.7470589E+0	507.06106E-12	3.7470589E+0	-27.183402E-9	21.606586E-12	505.09141E-12	3.7470589E+0	-27.223583E-9	21.404803E-12
3.7647061E+0	505.44546E-12	3.7647059E+0	-27.185765E-9	22.184499E-12	505.76687E-12	3.7647059E+0	-27.211890E-9	22.081581E-12
3.7823532E+0	505.59545E-12	3.7823529E+0	-27.188323E-9	23.497548E-12	505.81006E-12	3.7823529E+0	-27.199974E-9	23.130158E-12
3.8000002E+0	506.19259E-12	3.8000000E+0	-27.179034E-9	21.737138E-12	507.23659E-12	3.8000000E+0	-27.191525E-9	23.627020E-12
3.8176472E+0	506.74837E-12	3.8176470E+0	-27.161942E-9	24.566807E-12	507.15010E-12	3.8176470E+0	-27.186591E-9	23.192065E-12
3.8352942E+0	505.96199E-12	3.8352940E+0	-27.141052E-9	23.682459E-12	506.24566E-12	3.8352940E+0	-27.177697E-9	24.835826E-12
3.8529413E+0	505.05278E-12	3.8529413E+0	-27.127951E-9	23.836575E-12	506.90119E-12	3.8529413E+0	-27.163763E-9	25.216050E-12
3.8705883E+0	504.03670E-12	3.8705883E+0	-27.127411E-9	25.248028E-12	507.49588E-12	3.8705883E+0	-27.149984E-9	25.120886E-12
3.8882356E+0	504.93437E-12	3.8882353E+0	-27.125155E-9	25.475275E-12	507.19118E-12	3.8882353E+0	-27.140857E-9	26.528269E-12
3.9058826E+0	505.28376E-12	3.9058824E+0	-27.116394E-9	26.278165E-12	506.52460E-12	3.9058824E+0	-27.135709E-9	26.855594E-12
3.9235296E+0	505.77870E-12	3.9235294E+0	-27.097776E-9	26.570310E-12	505.92991E-12	3.9235294E+0	-27.128493E-9	27.803248E-12
3.9411767E+0	505.56864E-12	3.9411764E+0	-27.077620E-9	28.151571E-12	505.27693E-12	3.9411764E+0	-27.115185E-9	27.713200E-12
3.9588237E+0	504.89096E-12	3.9588234E+0	-27.065557E-9	28.284744E-12	505.36858E-12	3.9588234E+0	-27.095393E-9	27.915443E-12
3.9764707E+0	504.72898E-12	3.9764705E+0	-27.059626E-9	28.217909E-12	506.26608E-12	3.9764705E+0	-27.078180E-9	29.204764E-12
3.9941177E+0	504.83051E-12	3.9941177E+0	-27.051696E-9	29.573625E-12	505.17879E-12	3.9941177E+0	-27.070254E-9	29.610096E-12
4.0117645E+0	505.71930E-12	4.0117645E+0	-27.038162E-9	29.572976E-12	505.17879E-12	4.0117645E+0	-27.063733E-9	30.452394E-12
4.0294123E+0	506.63868E-12	4.0294118E+0	-27.016196E-9	30.628198E-12	505.57836E-12	4.0294118E+0	-27.053282E-9	30.837603E-12
4.0470591E+0	505.89999E-12	4.0470591E+0	-26.996208E-9	31.160342E-12	504.35206E-12	4.0470591E+0	-27.039196E-9	31.074147E-12
4.0647058E+0	505.64058E-12	4.0647058E+0	-26.981281E-9	32.046400E-12	504.54063E-12	4.0647058E+0	-27.017052E-9	31.777737E-12
4.0823531E+0	505.34449E-12	4.0823531E+0	-26.975941E-9	32.464351E-12	505.42187E-12	4.0823531E+0	-26.997911E-9	32.118887E-12
4.1000004E+0	505.52357E-12	4.0999999E+0	-26.966939E-9	31.918829E-12	505.95761E-12	4.0999999E+0	-26.984354E-9	33.153827E-12
4.1176472E+0	506.58477E-12	4.1176472E+0	-26.949586E-9	33.036476E-12	505.16330E-12	4.1176472E+0	-26.971634E-9	33.374664E-12
4.1352940E+0	506.45660E-12	4.1352940E+0	-26.924152E-9	32.951489E-12	505.55865E-12	4.1352940E+0	-26.959448E-9	33.809611E-12
4.1529412E+0	505.57125E-12	4.1529412E+0	-26.900523E-9	32.749001E-12	504.85438E-12	4.1529412E+0	-26.943916E-9	33.767666E-12
4.1705885E+0	505.21881E-12	4.1705880E+0	-26.886248E-9	33.230967E-12	504.88919E-12	4.1705880E+0	-26.925232E-9	33.340754E-12
4.1882353E+0	504.56672E-12	4.1882353E+0	-26.881233E-9	33.811065E-12	504.75096E-12	4.1882353E+0	-26.908666E-9	33.555190E-12
4.2058825E+0	505.29647E-12	4.2058825E+0	-26.873533E-9	33.078571E-12	504.64327E-12	4.2058825E+0	-26.891760E-9	33.274241E-12
4.2235298E+0	506.39520E-12	4.2235293E+0	-26.852906E-9	33.638821E-12	505.01225E-12	4.2235293E+0	-26.877009E-9	33.311898E-12
4.2411766E+0	506.28024E-12	4.2411766E+0	-26.826662E-9	33.112808E-12	505.56509E-12	4.2411766E+0	-26.860043E-9	34.214118E-12
4.2588234E+0	505.38357E-12	4.2588234E+0	-26.802576E-9	33.841954E-12	506.01667E-12	4.2588234E+0	-26.840249E-9	33.794662E-12
4.2764707E+0	504.93204E-12	4.2764707E+0	-26.790076E-9	33.090048E-12	505.68094E-12	4.2764707E+0	-26.821340E-9	33.632083E-12
4.2941179E+0	504.40019E-12	4.2941175E+0	-26.783239E-9	34.087035E-12	506.62580E-12	4.2941175E+0	-26.801830E-9	34.070038E-12
4.3117647E+0	505.59029E-12	4.3117647E+0	-26.769925E-9	34.187261E-12	507.77166E-12	4.3117647E+0	-26.786964E-9	34.434094E-12
4.3294120E+0	506.34053E-12	4.3294120E+0	-26.746813E-9	33.902884E-12	506.30777E-12	4.3294120E+0	-26.777023E-9	34.816212E-12
4.3470592E+0	506.06769E-12	4.3470588E+0	-26.721272E-9	34.409951E-12	505.53622E-12	4.3470588E+0	-26.760679E-9	34.444780E-12
4.3647060E+0	505.48465E-12	4.3647060E+0	-26.699857E-9	35.284817E-12	505.02041E-12	4.3647060E+0	-26.739906E-9	35.374318E-12
4.3823528E+0	504.97434E-12	4.3823528E+0	-26.687054E-9	34.571380E-12	504.58604E-12	4.3823528E+0	-26.716153E-9	36.434734E-12
4.4000001E+0	505.97354E-12	4.4000001E+0	-26.674705E-9	36.285589E-12	504.77356E-12	4.4000001E+0	-26.692636E-9	35.640088E-12
4.4176474E+0	506.31094E-12	4.4176469E+0	-26.658482E-9	36.365334E-12	506.14474E-12	4.4176469E+0	-26.674583E-9	36.901399E-12
4.4352942E+0	507.01759E-12	4.4352942E+0	-26.630842E-9	37.510002E-12	505.73901E-12	4.4352942E+0	-26.660413E-9	37.969655E-12
4.4529414E+0	507.36848E-12	4.4529409E+0	-26.602343E-9	38.813997E-12	505.17668E-12	4.4529409E+0	-26.642706E-9	38.630953E-12
4.4705887E+0	506.72827E-12	4.4705882E+0	-26.577579E-9	39.767661E-12	504.65737E-12	4.4705882E+0	-26.620878E-9	39.813774E-12
4.4882355E+0	506.21413E-12	4.4882355E+0	-26.562720E-9	39.691160E-12	504.57127E-12	4.4882355E+0	-26.592890E-9	40.753755E-12
4.5058827E+0	505.48171E-12	4.5058823E+0	-26.547687E-9	41.309865E-12	505.57136E-12	4.5058823E+0	-26.565338E-9	41.611846E-12
4.5235295E+0	506.23894E-12	4.5235295E+0	-26.526155E-9	41.836940E-12	504.94026E-12	4.5235295E+0	-26.544413E-9	42.029786E-12
4.5411768E+0	506.70823E-12	4.5411763E+0	-26.497370E-9	41.556283E-12	505.02746E-12	4.5411763E+0	-26.521409E-9	41.657580E-12
4.5588236E+0	506.67498E-12	4.5588236E+0	-26.463441E-9	40.682208E-12	504.69101E-12	4.5588236E+0	-26.498709E-9	41.119171E-12
4.5764709E+0	506.42529E-12	4.5764704E+0	-26.438858E-9	38.923306E-12	504.42994E-12	4.5764704E+0	-26.473822E-9	39.758044E-12
4.5941176E+0	505.30946E-12	4.5941176E+0	-26.423658E-9	38.965199E-12	504.66259E-12	4.5941176E+0	-26.449470E-9	38.579410E-12
4.6117649E+0	506.50611E-12	4.6117649E+0	-26.409506E-9	36.133849E-12	505.34371E-12	4.6117649E+0	-26.426518E-9	36.163749E-12
4.6294122E+0	507.01982E-12	4.6294117E+0	-26.388873E-9	34.689477E-12	505.42259E-12	4.6294117E+0	-26.407825E-9	35.186187E-12
4.6470590E+0	507.41905E-12	4.6470590E+0	-26.364480E-9	33.020798E-12	505.95961E-12	4.6470590E+0	-26.389500E-9	33.808182E-12
4.6647062E+0	506.99778E-12	4.6647058E+0	-26.340832E-9	32.676410E-12	505.44413E-12	4.6647058E+0	-26.373359E-9	31.127330E-12
4.6823530E+0	506.81004E-12	4.6823530E+0	-26.326912E-9	29.409235E-12	504.93909E-12	4.6823530E+0	-26.353414E-9	29.924129E-12
4.7000003E+0	506.18409E-12	4.6999998E+0	-26.316373E-9	28.436675E-12	504.96640E-12	4.6999998E+0	-26.333160E-9	28.452293E-12
4.7176471E+0	506.51527E-12	4.7176471E+0	-26.306003E-9	27.571180E-12	505.82127E-12	4.7176471E+0	-26.314845E-9	27.387910E-12
4.7352943E+0	506.36983E-12	4.7352943E+0	-26.289866E-9	25.886881E-12	505.74656E-12	4.7352943E+0	-26.303214E-9	26.449253E-12
4.7529416E+0	506.01229E-12	4.7529411E+0	-26.272472E-9	25.368816E-12	505.62432E-12	4.7529411E+0	-26.294842E-9	25.566441E-12
4.7705884E+0	506.23955E-12	4.7705884E+0	-26.258233E-9	23.237049E-12	504.93543E-12	4.7705884E+0	-26.284928E-9	23.960873E-12
4.7882357E+0	505.54916E-12	4.7882352E+0	-26.247864E-9	23.463929E-12	504.69723E-12	4.7882352E+0	-26.269770E-9	23.549024E-12
4.8058825E+0	505.45518E-12	4.8058825E+0	-26.241985E-9	22.152677E-12	504.38237E-12	4.8058825E+0	-26.251907E-9	22.586358E-12
4.8235297E+0	505.17773E-12	4.8235292E+0	-26.234968E-9	21.269615E-12	504.30232E-12	4.8235292E+0	-26.237837E-9	21.666216E-12
4.8411765E+0	505.83998E-12	4.8411765E+0	-26.221207E-9	21.700093E-12	505.09658E-12	4.8411765E+0	-26.225630E-9	20.994886E-12
4.8588238E+0	505.87062E-12	4.8588233E+0	-26.206004E-9	19.514050E-12	504.98644E-12	4.8588233E+0	-26.221487E-9	20.628436E-12
4.8764706E+0	505.54044E-12	4.8764706E+0	-26.192367E-9	19.949391E-12	504.91100E-12	4.8764706E+0	-26.211950E-9	20.282083E-12
4.8941178E+0	504.79293E-12	4.8941178E+0	-26.183805E-9	19.300726E-12	504.34762E-12	4.8941178E+0	-26.199810E-9	19.262253E-12
4.9117651E+0	504.65748E-12	4.9117646E+0	-26.181119E-9	18.983225E-12	504.25808E-12	4.9117646E+0	-26.185829E-9	18.539604E-12
4.9294119E+0	505.07881E-12	4.9294119E+0	-26.178649E-9	18.083706E-12	504.91467E-12	4.9294119E+0	-26.172446E-9	19.523159E-12
4.9470592E+0	505.16441E-12	4.9470587E+0	-26.167594E-9	19.248648E-12	505.33294E-12	4.9470587E+0	-26.166449E-9	18.479577E-12
4.9647059E+0	505.35515E-12	4.9647059E+0	-26.154332E-9	18.181356E-12	505.22669E-12	4.9647059E+0	-26.160537E-9	18.342293E-12
4.9823532E+0	504.97478E-12	4.9823527E+0	-26.140835E-9	17.017034E-12	504.45825E-12	4.9823527E+0	-26.151568E-9	16.815235E-12
5.0000000E+0	504.71577E-12	5.0000000E+0	-26.133462E-9	17.669272E-12	504.61402E-12	5.0000000E+0	-26.138880E-9	17.661379E-12
