3.0235295E+0	505.62426E-12	3.0235295E+0	-26.892023E-9	19.566094E-12	505.16630E-12	3.0235295E+0	-26.915673E-9	19.969538E-12
3.0411766E+0	504.86715E-12	3.0411766E+0	-26.885280E-9	18.884989E-12	505.82727E-12	3.0411766E+0	-26.908339E-9	18.337979E-12
3.0588236E+0	505.83782E-12	3.0588236E+0	-26.877341E-9	17.630225E-12	505.77786E-12	3.0588236E+0	-26.901782E-9	17.419285E-12
3.0764706E+0	505.54844E-12	3.0764706E+0	-26.872847E-9	14.925745E-12	506.22584E-12	3.0764706E+0	-26.896579E-9	16.616557E-12
3.0941179E+0	506.47753E-12	3.0941176E+0	-26.869833E-9	15.387474E-12	506.07546E-12	3.0941176E+0	-26.890953E-9	15.195184E-12
3.1117649E+0	506.85062E-12	3.1117647E+0	-26.863603E-9	14.537910E-12	506.19064E-12	3.1117647E+0	-26.887184E-9	13.941743E-12
3.1294119E+0	505.54716E-12	3.1294117E+0	-26.859492E-9	12.659598E-12	506.27835E-12	3.1294117E+0	-26.883468E-9	12.007828E-12
3.1470590E+0	505.37702E-12	3.1470587E+0	-26.855487E-9	11.652720E-12	508.16062E-12	3.1470587E+0	-26.875950E-9	14.035634E-12
3.1647060E+0	505.31940E-12	3.1647060E+0	-26.851504E-9	12.151321E-12	510.50808E-12	3.1647060E+0	-26.868372E-9	11.280862E-12
3.1823530E+0	505.75499E-12	3.1823530E+0	-26.849060E-9	11.178820E-12	509.12830E-12	3.1823530E+0	-26.865189E-9	11.921780E-12
3.2000000E+0	505.62748E-12	3.2000000E+0	-26.845187E-9	11.126747E-12	507.97344E-12	3.2000000E+0	-26.863606E-9	11.906795E-12
3.2176471E+0	507.38497E-12	3.2176471E+0	-26.837531E-9	11.551560E-12	506.75586E-12	3.2176471E+0	-26.863487E-9	10.526824E-12
3.2352943E+0	504.82463E-12	3.2352941E+0	-26.837434E-9	11.049579E-12	506.57700E-12	3.2352941E+0	-26.861915E-9	12.351493E-12
3.2529414E+0	504.92777E-12	3.2529411E+0	-26.836865E-9	11.612540E-12	505.75877E-12	3.2529411E+0	-26.857302E-9	10.962516E-12
3.2705884E+0	505.29375E-12	3.2705882E+0	-26.834300E-9	11.983824E-12	505.68272E-12	3.2705882E+0	-26.853263E-9	11.525565E-12
3.2882354E+0	505.47039E-12	3.2882352E+0	-26.830833E-9	11.735507E-12	504.73853E-12	3.2882352E+0	-26.848941E-9	11.411394E-12
3.3058825E+0	505.43020E-12	3.3058825E+0	-26.824472E-9	12.134109E-12	504.44926E-12	3.3058825E+0	-26.845335E-9	11.919819E-12
3.3235295E+0	507.16231E-12	3.3235295E+0	-26.816217E-9	12.554060E-12	505.33144E-12	3.3235295E+0	-26.840608E-9	12.310093E-12
3.3411765E+0	505.30058E-12	3.3411765E+0	-26.815416E-9	12.131235E-12	504.79421E-12	3.3411765E+0	-26.837380E-9	11.993279E-12
3.3588238E+0	505.20554E-12	3.3588235E+0	-26.813927E-9	12.416173E-12	505.70936E-12	3.3588235E+0	-26.835092E-9	12.617442E-12
3.3764708E+0	505.22136E-12	3.3764706E+0	-26.811792E-9	12.379346E-12	504.92310E-12	3.3764706E+0	-26.832437E-9	12.001479E-12
3.3941178E+0	505.86035E-12	3.3941176E+0	-26.806516E-9	12.576556E-12	506.83080E-12	3.3941176E+0	-26.826818E-9	13.343280E-12
3.4117649E+0	505.01686E-12	3.4117646E+0	-26.801237E-9	11.915046E-12	505.53650E-12	3.4117646E+0	-26.824400E-9	12.119894E-12
3.4294119E+0	505.68882E-12	3.4294116E+0	-26.795750E-9	12.574427E-12	505.84809E-12	3.4294116E+0	-26.819334E-9	12.233544E-12
3.4470589E+0	505.48654E-12	3.4470589E+0	-26.794703E-9	12.652121E-12	506.30122E-12	3.4470589E+0	-26.812820E-9	13.148516E-12
3.4647059E+0	505.13405E-12	3.4647059E+0	-26.792270E-9	11.589100E-12	506.57567E-12	3.4647059E+0	-26.807898E-9	12.258456E-12
3.4823530E+0	506.09178E-12	3.4823530E+0	-26.787752E-9	12.702424E-12	505.88256E-12	3.4823530E+0	-26.803427E-9	11.768576E-12
3.5000002E+0	507.07250E-12	3.5000000E+0	-26.780606E-9	12.581818E-12	505.68549E-12	3.5000000E+0	-26.802292E-9	12.097525E-12
3.5176473E+0	506.48258E-12	3.5176470E+0	-26.773568E-9	12.878968E-12	504.95080E-12	3.5176470E+0	-26.802191E-9	12.281448E-12
3.5352943E+0	505.72113E-12	3.5352941E+0	-26.772138E-9	11.401028E-12	505.09269E-12	3.5352941E+0	-26.799201E-9	12.272878E-12
3.5529413E+0	504.70023E-12	3.5529411E+0	-26.772032E-9	11.621273E-12	505.39656E-12	3.5529411E+0	-26.793186E-9	11.995533E-12
3.5705884E+0	505.35715E-12	3.5705884E+0	-26.770779E-9	12.193499E-12	505.57303E-12	3.5705884E+0	-26.785782E-9	12.541251E-12
3.5882354E+0	505.33672E-12	3.5882354E+0	-26.766614E-9	11.794237E-12	505.67661E-12	3.5882354E+0	-26.780690E-9	11.474859E-12
3.6058824E+0	505.51707E-12	3.6058824E+0	-26.760333E-9	11.836556E-12	505.06177E-12	3.6058824E+0	-26.779933E-9	10.606379E-12
3.6235297E+0	505.25661E-12	3.6235294E+0	-26.754575E-9	12.438103E-12	504.95286E-12	3.6235294E+0	-26.779187E-9	11.821527E-12
3.6411767E+0	505.28426E-12	3.6411765E+0	-26.750893E-9	10.747197E-12	504.94747E-12	3.6411765E+0	-26.775547E-9	11.413760E-12
3.6588237E+0	504.69795E-12	3.6588235E+0	-26.749692E-9	10.790027E-12	505.36608E-12	3.6588235E+0	-26.770909E-9	11.520110E-12
3.6764708E+0	505.24523E-12	3.6764705E+0	-26.748287E-9	12.274502E-12	504.75241E-12	3.6764705E+0	-26.766083E-9	11.222084E-12
3.6941178E+0	505.32112E-12	3.6941175E+0	-26.744820E-9	10.313366E-12	505.70215E-12	3.6941175E+0	-26.763747E-9	12.132396E-12
3.7117648E+0	505.45712E-12	3.7117648E+0	-26.741422E-9	12.004688E-12	505.95539E-12	3.7117648E+0	-26.763658E-9	10.884208E-12
3.7294118E+0	507.38735E-12	3.7294118E+0	-26.732156E-9	10.682418E-12	505.62754E-12	3.7294118E+0	-26.761207E-9	11.213359E-12
3.7470589E+0	505.34033E-12	3.7470589E+0	-26.731300E-9	11.109942E-12	505.31063E-12	3.7470589E+0	-26.753739E-9	10.157088E-12
3.7647061E+0	505.09308E-12	3.7647059E+0	-26.729197E-9	10.878145E-12	505.05133E-12	3.7647059E+0	-26.745974E-9	11.262912E-12
3.7823532E+0	505.15525E-12	3.7823529E+0	-26.728989E-9	10.728920E-12	506.05337E-12	3.7823529E+0	-26.740292E-9	10.405325E-12
3.8000002E+0	504.70617E-12	3.8000000E+0	-26.725928E-9	10.796075E-12	505.43397E-12	3.8000000E+0	-26.744456E-9	10.223362E-12
3.8176472E+0	505.62265E-12	3.8176470E+0	-26.720061E-9	11.368138E-12	505.50009E-12	3.8176470E+0	-26.747703E-9	11.584251E-12
3.8352942E+0	505.95589E-12	3.8352940E+0	-26.715602E-9	10.567838E-12	504.44904E-12	3.8352940E+0	-26.745255E-9	11.185712E-12
3.8529413E+0	505.08647E-12	3.8529413E+0	-26.711643E-9	10.639144E-12	505.10762E-12	3.8529413E+0	-26.735989E-9	11.015964E-12
3.8705883E+0	504.80919E-12	3.8705883E+0	-26.711907E-9	11.281797E-12	504.47180E-12	3.8705883E+0	-26.726042E-9	11.329865E-12
3.8882356E+0	505.75200E-12	3.8882353E+0	-26.709303E-9	10.212993E-12	505.50270E-12	3.8882353E+0	-26.720924E-9	10.568252E-12
3.9058826E+0	506.74615E-12	3.9058824E+0	-26.703349E-9	11.321322E-12	506.58022E-12	3.9058824E+0	-26.721946E-9	10.403516E-12
3.9235296E+0	507.88690E-12	3.9235294E+0	-26.695309E-9	10.896691E-12	506.15540E-12	3.9235294E+0	-26.724450E-9	11.009172E-12
3.9411767E+0	506.25021E-12	3.9411764E+0	-26.691923E-9	10.812679E-12	506.41730E-12	3.9411764E+0	-26.720809E-9	10.088550E-12
3.9588237E+0	505.51474E-12	3.9588234E+0	-26.689751E-9	12.055692E-12	506.67620E-12	3.9588234E+0	-26.713380E-9	11.338716E-12
3.9764707E+0	506.10460E-12	3.9764705E+0	-26.688610E-9	11.572877E-12	506.18032E-12	3.9764705E+0	-26.706457E-9	11.672721E-12
3.9941177E+0	506.01129E-12	3.9941177E+0	-26.685832E-9	12.597481E-12	508.12210E-12	3.9941177E+0	-26.701997E-9	12.992036E-12
4.0117645E+0	505.94468E-12	4.0117645E+0	-26.682077E-9	13.559123E-12	506.99933E-12	4.0117645E+0	-26.702672E-9	12.868414E-12
4.0294123E+0	505.86840E-12	4.0294118E+0	-26.674018E-9	14.269052E-12	505.67778E-12	4.0294118E+0	-26.700212E-9	14.612873E-12
4.0470591E+0	505.38718E-12	4.0470591E+0	-26.666902E-9	16.654223E-12	504.31642E-12	4.0470591E+0	-26.693934E-9	16.495276E-12
4.0647058E+0	505.17013E-12	4.0647058E+0	-26.660649E-9	17.134107E-12	504.92677E-12	4.0647058E+0	-26.684031E-9	17.079074E-12
4.0823531E+0	505.40994E-12	4.0823531E+0	-26.653700E-9	18.693692E-12	505.65985E-12	4.0823531E+0	-26.672542E-9	19.650181E-12
4.1000004E+0	506.78928E-12	4.0999999E+0	-26.646397E-9	21.611721E-12	506.79333E-12	4.0999999E+0	-26.667839E-9	20.816704E-12
4.1176472E+0	506.96403E-12	4.1176472E+0	-26.636583E-9	22.111118E-12	506.54131E-12	4.1176472E+0	-26.666525E-9	23.888639E-12
4.1352940E+0	506.23705E-12	4.1352940E+0	-26.626854E-9	25.277632E-12	505.11884E-12	4.1352940E+0	-26.660897E-9	24.377922E-12
4.1529412E+0	505.25295E-12	4.1529412E+0	-26.616704E-9	26.092579E-12	505.12167E-12	4.1529412E+0	-26.644997E-9	26.195705E-12
4.1705885E+0	505.28748E-12	4.1705880E+0	-26.605234E-9	27.761958E-12	505.32400E-12	4.1705880E+0	-26.625470E-9	28.535953E-12
4.1882353E+0	505.68705E-12	4.1882353E+0	-26.591064E-9	30.007701E-12	506.91967E-12	4.1882353E+0	-26.606868E-9	30.396644E-12
4.2058825E+0	506.13680E-12	4.2058825E+0	-26.575291E-9	30.458958E-12	505.61327E-12	4.2058825E+0	-26.599645E-9	30.597885E-12
4.2235298E+0	506.10477E-12	4.2235293E+0	-26.559141E-9	32.678717E-12	506.19758E-12	4.2235293E+0	-26.592438E-9	32.795228E-12
4.2411766E+0	506.83635E-12	4.2411766E+0	-26.541990E-9	34.186171E-12	505.01625E-12	4.2411766E+0	-26.579983E-9	34.355713E-12
4.2588234E+0	506.67320E-12	4.2588234E+0	-26.526354E-9	33.984995E-12	505.35437E-12	4.2588234E+0	-26.559071E-9	34.772511E-12
4.2764707E+0	506.80704E-12	4.2764707E+0	-26.510184E-9	37.011592E-12	504.69390E-12	4.2764707E+0	-26.536471E-9	37.033095E-12
4.2941179E+0	507.62039E-12	4.2941175E+0	-26.491078E-9	37.798958E-12	505.17168E-12	4.2941175E+0	-26.514886E-9	37.591485E-12
4.3117647E+0	508.02823E-12	4.3117647E+0	-26.471353E-9	37.990080E-12	505.82333E-12	4.3117647E+0	-26.497210E-9	39.228530E-12
4.3294120E+0	507.57221E-12	4.3294120E+0	-26.449630E-9	39.595535E-12	505.60600E-12	4.3294120E+0	-26.479961E-9	40.291541E-12
4.3470592E+0	506.30056E-12	4.3470588E+0	-26.426790E-9	39.973629E-12	506.42524E-12	4.3470588E+0	-26.457759E-9	41.322293E-12
4.3647060E+0	506.39054E-12	4.3647060E+0	-26.403015E-9	41.045240E-12	505.28004E-12	4.3647060E+0	-26.436222E-9	41.837856E-12
4.3823528E+0	506.01479E-12	4.3823528E+0	-26.380333E-9	41.880773E-12	506.36428E-12	4.3823528E+0	-26.408969E-9	41.907752E-12
4.4000001E+0	506.22440E-12	4.4000001E+0	-26.358784E-9	41.803488E-12	505.33133E-12	4.4000001E+0	-26.387298E-9	42.514322E-12
4.4176474E+0	505.91697E-12	4.4176469E+0	-26.338935E-9	42.544950E-12	505.48221E-12	4.4176469E+0	-26.365438E-9	42.403390E-12
4.4352942E+0	506.08234E-12	4.4352942E+0	-26.314803E-9	43.092425E-12	505.65802E-12	4.4352942E+0	-26.341789E-9	43.140120E-12
4.4529414E+0	505.99958E-12	4.4529409E+0	-26.287010E-9	42.436825E-12	505.77198E-12	4.4529409E+0	-26.316066E-9	42.757516E-12
4.4705887E+0	505.65407E-12	4.4705882E+0	-26.259732E-9	42.721510E-12	505.20943E-12	4.4705882E+0	-26.289317E-9	42.840540E-12
4.4882355E+0	505.70481E-12	4.4882355E+0	-26.235746E-9	41.682265E-12	504.73192E-12	4.4882355E+0	-26.261977E-9	42.496832E-12
4.5058827E+0	505.48654E-12	4.5058823E+0	-26.213328E-9	40.209915E-12	505.15370E-12	4.5058823E+0	-26.236160E-9	40.935994E-12
4.5235295E+0	505.89088E-12	4.5235295E+0	-26.189726E-9	40.786260E-12	505.60434E-12	4.5235295E+0	-26.214938E-9	40.874300E-12
4.5411768E+0	506.07107E-12	4.5411763E+0	-26.163356E-9	39.444219E-12	505.33233E-12	4.5411763E+0	-26.195238E-9	40.170169E-12
4.5588236E+0	505.79302E-12	4.5588236E+0	-26.139380E-9	38.332882E-12	504.78177E-12	4.5588236E+0	-26.172545E-9	38.694603E-12
4.5764709E+0	505.48427E-12	4.5764704E+0	-26.118276E-9	37.744221E-12	505.09996E-12	4.5764704E+0	-26.144043E-9	38.510771E-12
4.5941176E+0	505.66612E-12	4.5941176E+0	-26.098862E-9	36.574629E-12	504.34845E-12	4.5941176E+0	-26.117201E-9	36.286890E-12
4.6117649E+0	505.75633E-12	4.6117649E+0	-26.078309E-9	35.112059E-12	505.21082E-12	4.6117649E+0	-26.094002E-9	35.943522E-12
4.6294122E+0	506.24760E-12	4.6294117E+0	-26.056252E-9	34.273986E-12	504.97256E-12	4.6294117E+0	-26.077235E-9	34.341235E-12
4.6470590E+0	505.53040E-12	4.6470590E+0	-26.035703E-9	33.293038E-12	504.83318E-12	4.6470590E+0	-26.062599E-9	33.478359E-12
4.6647062E+0	505.78658E-12	4.6647058E+0	-26.015194E-9	31.668525E-12	504.45470E-12	4.6647058E+0	-26.042628E-9	31.835739E-12
4.6823530E+0	505.85219E-12	4.6823530E+0	-25.996535E-9	31.142290E-12	504.49434E-12	4.6823530E+0	-26.020190E-9	31.096209E-12
4.7000003E+0	505.40711E-12	4.6999998E+0	-25.981244E-9	29.412254E-12	504.65693E-12	4.6999998E+0	-25.999730E-9	29.520084E-12
4.7176471E+0	505.51302E-12	4.7176471E+0	-25.968236E-9	28.767301E-12	505.27921E-12	4.7176471E+0	-25.982800E-9	27.946787E-12
4.7352943E+0	505.54694E-12	4.7352943E+0	-25.954861E-9	27.275479E-12	505.17013E-12	4.7352943E+0	-25.969635E-9	28.159140E-12
4.7529416E+0	505.65235E-12	4.7529411E+0	-25.938022E-9	26.411744E-12	506.93399E-12	4.7529411E+0	-25.952188E-9	26.069534E-12
4.7705884E+0	505.67839E-12	4.7705884E+0	-25.920732E-9	25.006686E-12	504.79659E-12	4.7705884E+0	-25.937741E-9	25.952161E-12
4.7882357E+0	505.78652E-12	4.7882352E+0	-25.902478E-9	25.094616E-12	504.73886E-12	4.7882352E+0	-25.919441E-9	24.731935E-12
4.8058825E+0	505.85608E-12	4.8058825E+0	-25.891268E-9	24.122940E-12	505.69571E-12	4.8058825E+0	-25.905665E-9	24.698363E-12
4.8235297E+0	506.51833E-12	4.8235292E+0	-25.881141E-9	23.118792E-12	505.84786E-12	4.8235292E+0	-25.896142E-9	23.118465E-12
4.8411765E+0	506.12969E-12	4.8411765E+0	-25.872930E-9	22.995380E-12	505.32606E-12	4.8411765E+0	-25.886260E-9	22.690133E-12
4.8588238E+0	506.34619E-12	4.8588233E+0	-25.858601E-9	21.979189E-12	504.77106E-12	4.8588233E+0	-25.872607E-9	22.102200E-12
4.8764706E+0	506.74254E-12	4.8764706E+0	-25.842766E-9	21.353424E-12	504.77073E-12	4.8764706E+0	-25.857206E-9	22.575122E-12
4.8941178E+0	507.26617E-12	4.8941178E+0	-25.830580E-9	21.213793E-12	505.29891E-12	4.8941178E+0	-25.841802E-9	20.107015E-12
4.9117651E+0	506.47153E-12	4.9117646E+0	-25.824262E-9	20.203977E-12	506.45288E-12	4.9117646E+0	-25.829708E-9	20.264295E-12
4.9294119E+0	505.68338E-12	4.9294119E+0	-25.816274E-9	19.656082E-12	505.30236E-12	4.9294119E+0	-25.819405E-9	21.183196E-12
4.9470592E+0	507.57809E-12	4.9470587E+0	-25.802443E-9	20.242976E-12	505.37741E-12	4.9470587E+0	-25.808895E-9	19.290765E-12
4.9647059E+0	507.08576E-12	4.9647059E+0	-25.789083E-9	19.691634E-12	505.43747E-12	4.9647059E+0	-25.798521E-9	19.352945E-12
4.9823532E+0	507.24197E-12	4.9823527E+0	-25.778387E-9	18.832024E-12	505.22708E-12	4.9823527E+0	-25.789557E-9	20.037437E-12
5.0000000E+0	506.13924E-12	5.0000000E+0	-25.771842E-9	18.964141E-12	504.66231E-12	5.0000000E+0	-25.778261E-9	19.214736E-12
