3.0235295E+0	504.68935E-12	3.0235295E+0	-27.415719E-9	14.863976E-12	505.67406E-12	3.0235295E+0	-27.422107E-9	16.125741E-12
3.0411766E+0	504.97639E-12	3.0411766E+0	-27.412582E-9	15.549628E-12	507.47290E-12	3.0411766E+0	-27.414728E-9	15.589866E-12
3.0588236E+0	505.28071E-12	3.0588236E+0	-27.401635E-9	14.692204E-12	507.97255E-12	3.0588236E+0	-27.415693E-9	15.660015E-12
3.0764706E+0	505.87884E-12	3.0764706E+0	-27.389607E-9	15.542222E-12	507.29243E-12	3.0764706E+0	-27.416917E-9	15.240068E-12
3.0941179E+0	508.75587E-12	3.0941176E+0	-27.379489E-9	15.471568E-12	506.34780E-12	3.0941176E+0	-27.412387E-9	15.894818E-12
3.1117649E+0	507.73213E-12	3.1117647E+0	-27.379235E-9	14.472472E-12	505.57869E-12	3.1117647E+0	-27.401915E-9	16.145909E-12
3.1294119E+0	507.47939E-12	3.1294117E+0	-27.383871E-9	16.985682E-12	504.50510E-12	3.1294117E+0	-27.392376E-9	16.035506E-12
3.1470590E+0	506.61325E-12	3.1470587E+0	-27.382610E-9	14.694843E-12	505.49265E-12	3.1470587E+0	-27.388028E-9	15.354239E-12
3.1647060E+0	505.71042E-12	3.1647060E+0	-27.375593E-9	15.904797E-12	505.70992E-12	3.1647060E+0	-27.388621E-9	15.926475E-12
3.1823530E+0	505.09991E-12	3.1823530E+0	-27.365440E-9	15.660952E-12	506.07535E-12	3.1823530E+0	-27.388571E-9	15.063065E-12
3.2000000E+0	504.72132E-12	3.2000000E+0	-27.356261E-9	16.332317E-12	505.50619E-12	3.2000000E+0	-27.384772E-9	16.235763E-12
3.2176471E+0	504.92649E-12	3.2176471E+0	-27.352245E-9	15.761030E-12	504.83162E-12	3.2176471E+0	-27.375570E-9	15.920295E-12
3.2352943E+0	505.68977E-12	3.2352941E+0	-27.350657E-9	14.794204E-12	505.01853E-12	3.2352941E+0	-27.365621E-9	15.976194E-12
3.2529414E+0	506.67165E-12	3.2529411E+0	-27.347154E-9	16.803853E-12	505.50181E-12	3.2529411E+0	-27.359807E-9	15.564654E-12
3.2705884E+0	506.77745E-12	3.2705882E+0	-27.341262E-9	15.645351E-12	506.19176E-12	3.2705882E+0	-27.355911E-9	16.159718E-12
3.2882354E+0	505.96766E-12	3.2882352E+0	-27.334377E-9	15.997032E-12	505.78269E-12	3.2882352E+0	-27.355769E-9	15.953351E-12
3.3058825E+0	505.46811E-12	3.3058825E+0	-27.328873E-9	15.836827E-12	506.32853E-12	3.3058825E+0	-27.352533E-9	15.396557E-12
3.3235295E+0	505.08087E-12	3.3235295E+0	-27.325603E-9	16.253398E-12	506.75669E-12	3.3235295E+0	-27.344791E-9	16.260767E-12
3.3411765E+0	505.48732E-12	3.3411765E+0	-27.323088E-9	16.166010E-12	507.16070E-12	3.3411765E+0	-27.334954E-9	15.746437E-12
3.3588238E+0	505.79402E-12	3.3588235E+0	-27.316714E-9	16.030703E-12	505.77087E-12	3.3588235E+0	-27.331053E-9	16.670703E-12
3.3764708E+0	506.77318E-12	3.3764706E+0	-27.305326E-9	16.443147E-12	506.07218E-12	3.3764706E+0	-27.327859E-9	16.498089E-12
3.3941178E+0	506.59471E-12	3.3941176E+0	-27.295103E-9	16.040579E-12	505.69393E-12	3.3941176E+0	-27.326438E-9	16.559639E-12
3.4117649E+0	504.77739E-12	3.4117646E+0	-27.290969E-9	16.686338E-12	505.67184E-12	3.4117646E+0	-27.319384E-9	16.218641E-12
3.4294119E+0	504.72937E-12	3.4294116E+0	-27.293551E-9	15.813373E-12	505.94046E-12	3.4294116E+0	-27.307539E-9	16.306873E-12
3.4470589E+0	504.71005E-12	3.4470589E+0	-27.295648E-9	16.794592E-12	506.28818E-12	3.4470589E+0	-27.299848E-9	17.052798E-12
3.4647059E+0	505.54549E-12	3.4647059E+0	-27.287605E-9	16.267888E-12	505.79790E-12	3.4647059E+0	-27.296373E-9	17.062801E-12
3.4823530E+0	505.41998E-12	3.4823530E+0	-27.274547E-9	17.330637E-12	507.98038E-12	3.4823530E+0	-27.297212E-9	16.482335E-12
3.5000002E+0	505.25922E-12	3.5000000E+0	-27.261922E-9	16.650096E-12	507.22065E-12	3.5000000E+0	-27.296416E-9	17.703668E-12
3.5176473E+0	505.17535E-12	3.5176470E+0	-27.253868E-9	16.774847E-12	506.07624E-12	3.5176470E+0	-27.288896E-9	17.082369E-12
3.5352943E+0	505.89655E-12	3.5352941E+0	-27.252906E-9	18.406667E-12	505.13405E-12	3.5352941E+0	-27.275506E-9	17.788035E-12
3.5529413E+0	505.71142E-12	3.5529411E+0	-27.254552E-9	17.519085E-12	505.18145E-12	3.5529411E+0	-27.262512E-9	17.756139E-12
3.5705884E+0	505.71114E-12	3.5705884E+0	-27.248621E-9	18.373815E-12	507.92442E-12	3.5705884E+0	-27.255611E-9	17.275620E-12
3.5882354E+0	505.62404E-12	3.5882354E+0	-27.238618E-9	17.825873E-12	507.26479E-12	3.5882354E+0	-27.257018E-9	18.128742E-12
3.6058824E+0	505.35265E-12	3.6058824E+0	-27.227985E-9	18.529657E-12	507.46812E-12	3.6058824E+0	-27.256531E-9	19.343454E-12
3.6235297E+0	505.42087E-12	3.6235294E+0	-27.219453E-9	18.466938E-12	506.71473E-12	3.6235294E+0	-27.249410E-9	19.207656E-12
3.6411767E+0	504.51820E-12	3.6411765E+0	-27.216329E-9	18.951556E-12	506.09195E-12	3.6411765E+0	-27.238841E-9	19.920586E-12
3.6588237E+0	506.04254E-12	3.6588235E+0	-27.210053E-9	20.152449E-12	505.07609E-12	3.6588235E+0	-27.229049E-9	19.884941E-12
3.6764708E+0	506.99561E-12	3.6764705E+0	-27.197931E-9	20.016558E-12	505.09930E-12	3.6764705E+0	-27.222656E-9	19.866801E-12
3.6941178E+0	506.18976E-12	3.6941175E+0	-27.186907E-9	19.960724E-12	505.49653E-12	3.6941175E+0	-27.216934E-9	20.556020E-12
3.7117648E+0	505.27482E-12	3.7117648E+0	-27.180553E-9	21.341597E-12	504.91283E-12	3.7117648E+0	-27.209103E-9	21.091367E-12
3.7294118E+0	505.95106E-12	3.7294118E+0	-27.176506E-9	21.287690E-12	504.99971E-12	3.7294118E+0	-27.198835E-9	21.605981E-12
3.7470589E+0	504.88475E-12	3.7470589E+0	-27.174773E-9	21.388218E-12	504.70655E-12	3.7470589E+0	-27.188062E-9	21.640278E-12
3.7647061E+0	505.70209E-12	3.7647059E+0	-27.166363E-9	21.786606E-12	505.53434E-12	3.7647059E+0	-27.182065E-9	23.000886E-12
3.7823532E+0	506.23489E-12	3.7823529E+0	-27.148646E-9	22.485657E-12	505.47533E-12	3.7823529E+0	-27.178350E-9	22.459768E-12
3.8000002E+0	505.24768E-12	3.8000000E+0	-27.133442E-9	23.723516E-12	505.01503E-12	3.8000000E+0	-27.172499E-9	22.524564E-12
3.8176472E+0	505.84020E-12	3.8176470E+0	-27.121146E-9	22.875873E-12	504.31270E-12	3.8176470E+0	-27.161011E-9	24.062721E-12
3.8352942E+0	504.47135E-12	3.8352940E+0	-27.116672E-9	24.008519E-12	504.71133E-12	3.8352940E+0	-27.145367E-9	23.536829E-12
3.8529413E+0	504.73853E-12	3.8529413E+0	-27.117004E-9	25.881769E-12	505.17290E-12	3.8529413E+0	-27.129811E-9	25.336167E-12
3.8705883E+0	505.27194E-12	3.8705883E+0	-27.109040E-9	24.406872E-12	505.74928E-12	3.8705883E+0	-27.120073E-9	26.259890E-12
3.8882356E+0	506.45571E-12	3.8882353E+0	-27.092678E-9	26.612976E-12	506.09211E-12	3.8882353E+0	-27.114014E-9	25.881691E-12
3.9058826E+0	505.83915E-12	3.9058824E+0	-27.074542E-9	26.325254E-12	505.64741E-12	3.9058824E+0	-27.107831E-9	26.827159E-12
3.9235296E+0	505.28937E-12	3.9235294E+0	-27.060539E-9	27.016160E-12	505.50225E-12	3.9235294E+0	-27.098647E-9	26.954518E-12
3.9411767E+0	504.40874E-12	3.9411764E+0	-27.051689E-9	26.958730E-12	505.41155E-12	3.9411764E+0	-27.084125E-9	28.262958E-12
3.9588237E+0	505.16574E-12	3.9588234E+0	-27.042665E-9	27.970706E-12	504.98716E-12	3.9588234E+0	-27.067699E-9	28.926306E-12
3.9764707E+0	505.87418E-12	3.9764705E+0	-27.028822E-9	29.083659E-12	504.70805E-12	3.9764705E+0	-27.053087E-9	29.016522E-12
3.9941177E+0	505.86985E-12	3.9941177E+0	-27.013343E-9	28.866843E-12	505.08808E-12	3.9941177E+0	-27.040462E-9	29.308316E-12
4.0117645E+0	505.85502E-12	4.0117645E+0	-26.998823E-9	29.443257E-12	504.91916E-12	4.0117645E+0	-27.029470E-9	29.906397E-12
4.0294123E+0	505.69149E-12	4.0294118E+0	-26.986918E-9	30.052360E-12	504.96984E-12	4.0294118E+0	-27.016219E-9	30.359552E-12
4.0470591E+0	505.60461E-12	4.0470591E+0	-26.976720E-9	31.053361E-12	505.19822E-12	4.0470591E+0	-27.002148E-9	31.508209E-12
4.0647058E+0	506.63945E-12	4.0647058E+0	-26.963633E-9	30.575317E-12	506.00268E-12	4.0647058E+0	-26.986370E-9	31.356841E-12
4.0823531E+0	507.83444E-12	4.0823531E+0	-26.943038E-9	31.442203E-12	506.13042E-12	4.0823531E+0	-26.974424E-9	32.255781E-12
4.1000004E+0	507.67557E-12	4.0999999E+0	-26.923392E-9	33.257348E-12	505.67317E-12	4.0999999E+0	-26.962516E-9	31.506932E-12
4.1176472E+0	508.72828E-12	4.1176472E+0	-26.904194E-9	31.585828E-12	505.77265E-12	4.1176472E+0	-26.944887E-9	32.802934E-12
4.1352940E+0	508.88493E-12	4.1352940E+0	-26.891863E-9	32.817950E-12	504.89068E-12	4.1352940E+0	-26.927037E-9	32.714827E-12
4.1529412E+0	509.82502E-12	4.1529412E+0	-26.882439E-9	33.090655E-12	504.98833E-12	4.1529412E+0	-26.905861E-9	32.550497E-12
4.1705885E+0	509.11175E-12	4.1705880E+0	-26.871534E-9	33.011222E-12	505.86263E-12	4.1705880E+0	-26.891840E-9	33.797284E-12
4.1882353E+0	507.80979E-12	4.1882353E+0	-26.853785E-9	32.911791E-12	506.16167E-12	4.1882353E+0	-26.880020E-9	32.551916E-12
4.2058825E+0	506.95026E-12	4.2058825E+0	-26.832218E-9	32.972985E-12	506.58855E-12	4.2058825E+0	-26.867749E-9	33.667590E-12
4.2235298E+0	506.30811E-12	4.2235293E+0	-26.812181E-9	34.084634E-12	505.89433E-12	4.2235293E+0	-26.852490E-9	32.963503E-12
4.2411766E+0	505.82899E-12	4.2411766E+0	-26.798384E-9	32.749341E-12	505.58840E-12	4.2411766E+0	-26.833348E-9	33.656720E-12
4.2588234E+0	505.13993E-12	4.2588234E+0	-26.785248E-9	33.492233E-12	505.32417E-12	4.2588234E+0	-26.812119E-9	34.043275E-12
4.2764707E+0	505.17385E-12	4.2764707E+0	-26.771849E-9	33.983080E-12	505.43608E-12	4.2764707E+0	-26.794412E-9	33.712901E-12
4.2941179E+0	505.32944E-12	4.2941175E+0	-26.753977E-9	33.184365E-12	505.66751E-12	4.2941175E+0	-26.777659E-9	34.396132E-12
4.3117647E+0	505.65802E-12	4.3117647E+0	-26.734442E-9	34.128481E-12	505.03585E-12	4.3117647E+0	-26.762473E-9	33.962826E-12
4.3294120E+0	505.61366E-12	4.3294120E+0	-26.715171E-9	34.556698E-12	505.30513E-12	4.3294120E+0	-26.746470E-9	34.220675E-12
4.3470592E+0	505.42059E-12	4.3470588E+0	-26.699265E-9	35.120046E-12	504.81347E-12	4.3470588E+0	-26.728429E-9	35.837628E-12
4.3647060E+0	505.76521E-12	4.3647060E+0	-26.681393E-9	35.446094E-12	506.22984E-12	4.3647060E+0	-26.708269E-9	35.264760E-12
4.3823528E+0	505.80246E-12	4.3823528E+0	-26.662645E-9	35.615309E-12	505.40072E-12	4.3823528E+0	-26.691790E-9	35.809723E-12
4.4000001E+0	506.13469E-12	4.4000001E+0	-26.642397E-9	36.551168E-12	506.30705E-12	4.4000001E+0	-26.671264E-9	36.651474E-12
4.4176474E+0	506.15495E-12	4.4176469E+0	-26.619961E-9	36.830719E-12	506.12969E-12	4.4176469E+0	-26.649865E-9	37.661114E-12
4.4352942E+0	505.38834E-12	4.4352942E+0	-26.599396E-9	38.670400E-12	505.70659E-12	4.4352942E+0	-26.627760E-9	37.914852E-12
4.4529414E+0	505.33377E-12	4.4529409E+0	-26.581871E-9	38.838790E-12	505.65563E-12	4.4529409E+0	-26.604154E-9	39.482626E-12
4.4705887E+0	505.72480E-12	4.4705882E+0	-26.561903E-9	39.517431E-12	505.84942E-12	4.4705882E+0	-26.582560E-9	39.723939E-12
4.4882355E+0	506.20330E-12	4.4882355E+0	-26.539567E-9	41.146867E-12	505.44186E-12	4.4882355E+0	-26.563725E-9	41.061040E-12
4.5058827E+0	507.41211E-12	4.5058823E+0	-26.512339E-9	41.318136E-12	505.41060E-12	4.5058823E+0	-26.542910E-9	42.168109E-12
4.5235295E+0	506.24499E-12	4.5235295E+0	-26.484802E-9	41.859276E-12	505.27010E-12	4.5235295E+0	-26.520684E-9	41.780187E-12
4.5411768E+0	505.76282E-12	4.5411763E+0	-26.460278E-9	41.024566E-12	504.52398E-12	4.5411763E+0	-26.494495E-9	41.358188E-12
4.5588236E+0	505.71836E-12	4.5588236E+0	-26.439245E-9	41.077579E-12	505.13466E-12	4.5588236E+0	-26.463985E-9	41.464672E-12
4.5764709E+0	505.91153E-12	4.5764704E+0	-26.418510E-9	39.868341E-12	504.64810E-12	4.5764704E+0	-26.438803E-9	39.806339E-12
4.5941176E+0	505.36247E-12	4.5941176E+0	-26.399832E-9	38.023834E-12	505.60545E-12	4.5941176E+0	-26.415165E-9	39.188763E-12
4.6117649E+0	505.96183E-12	4.6117649E+0	-26.377514E-9	36.358770E-12	505.57147E-12	4.6117649E+0	-26.396378E-9	36.399595E-12
4.6294122E+0	505.59024E-12	4.6294117E+0	-26.354105E-9	34.439882E-12	505.39867E-12	4.6294117E+0	-26.380681E-9	34.762630E-12
4.6470590E+0	505.52862E-12	4.6470590E+0	-26.335652E-9	33.151405E-12	504.82851E-12	4.6470590E+0	-26.361123E-9	33.958253E-12
4.6647062E+0	505.16297E-12	4.6647058E+0	-26.319523E-9	30.720593E-12	504.97018E-12	4.6647058E+0	-26.340707E-9	31.225654E-12
4.6823530E+0	505.65191E-12	4.6823530E+0	-26.303470E-9	29.790333E-12	504.42145E-12	4.6823530E+0	-26.323249E-9	29.624046E-12
4.7000003E+0	505.19589E-12	4.6999998E+0	-26.288360E-9	28.527316E-12	504.56622E-12	4.6999998E+0	-26.306335E-9	28.502435E-12
4.7176471E+0	505.63054E-12	4.7176471E+0	-26.270119E-9	26.605499E-12	505.05750E-12	4.7176471E+0	-26.292115E-9	27.043329E-12
4.7352943E+0	505.08769E-12	4.7352943E+0	-26.257135E-9	25.455520E-12	504.59820E-12	4.7352943E+0	-26.276986E-9	25.304914E-12
4.7529416E+0	504.70061E-12	4.7529411E+0	-26.247136E-9	24.602121E-12	504.86154E-12	4.7529411E+0	-26.260233E-9	24.636310E-12
4.7705884E+0	504.79926E-12	4.7705884E+0	-26.237737E-9	23.526524E-12	505.31185E-12	4.7705884E+0	-26.244535E-9	24.135346E-12
4.7882357E+0	505.04911E-12	4.7882352E+0	-26.227090E-9	22.242213E-12	505.67883E-12	4.7882352E+0	-26.236281E-9	23.046459E-12
4.8058825E+0	506.17843E-12	4.8058825E+0	-26.211749E-9	21.460996E-12	505.39478E-12	4.8058825E+0	-26.228340E-9	21.721567E-12
4.8235297E+0	505.52035E-12	4.8235292E+0	-26.197963E-9	21.543935E-12	504.97345E-12	4.8235292E+0	-26.220430E-9	21.257773E-12
4.8411765E+0	505.50925E-12	4.8411765E+0	-26.187841E-9	20.376331E-12	504.46125E-12	4.8411765E+0	-26.205035E-9	20.769074E-12
4.8588238E+0	505.01858E-12	4.8588233E+0	-26.179181E-9	19.912620E-12	504.79804E-12	4.8588233E+0	-26.188097E-9	20.264160E-12
4.8764706E+0	504.98861E-12	4.8764706E+0	-26.173492E-9	19.484967E-12	505.47222E-12	4.8764706E+0	-26.175897E-9	19.684004E-12
4.8941178E+0	505.41482E-12	4.8941178E+0	-26.167848E-9	18.700427E-12	505.56032E-12	4.8941178E+0	-26.169147E-9	18.928118E-12
4.9117651E+0	505.45651E-12	4.9117646E+0	-26.157279E-9	19.438720E-12	506.02234E-12	4.9117646E+0	-26.163088E-9	19.526375E-12
4.9294119E+0	505.76732E-12	4.9294119E+0	-26.146390E-9	18.840176E-12	506.38732E-12	4.9294119E+0	-26.154460E-9	17.956490E-12
4.9470592E+0	505.13033E-12	4.9470587E+0	-26.136755E-9	17.247315E-12	505.76321E-12	4.9470587E+0	-26.143075E-9	17.539539E-12
4.9647059E+0	505.35187E-12	4.9647059E+0	-26.126964E-9	17.359496E-12	505.09741E-12	4.9647059E+0	-26.132920E-9	17.581842E-12
4.9823532E+0	505.16341E-12	4.9823527E+0	-26.120812E-9	16.996356E-12	505.45240E-12	4.9823527E+0	-26.123150E-9	17.936425E-12
5.0000000E+0	505.48765E-12	5.0000000E+0	-26.113923E-9	16.503299E-12	504.77067E-12	5.0000000E+0	-26.114444E-9	16.970434E-12
