3.0235295E+0	505.44419E-12	3.0235295E+0	-27.344322E-9	17.429617E-12	506.63324E-12	3.0235295E+0	-27.368298E-9	16.020883E-12
3.0411766E+0	505.56770E-12	3.0411766E+0	-27.339183E-9	17.431778E-12	505.70403E-12	3.0411766E+0	-27.357006E-9	17.669505E-12
3.0588236E+0	505.99652E-12	3.0588236E+0	-27.337711E-9	16.401495E-12	506.16783E-12	3.0588236E+0	-27.345029E-9	17.874851E-12
3.0764706E+0	507.72625E-12	3.0764706E+0	-27.328841E-9	17.380649E-12	505.88800E-12	3.0764706E+0	-27.340896E-9	16.569324E-12
3.0941179E+0	506.64645E-12	3.0941176E+0	-27.319079E-9	16.825418E-12	505.79652E-12	3.0941176E+0	-27.339182E-9	17.802848E-12
3.1117649E+0	508.06198E-12	3.1117647E+0	-27.310575E-9	17.085590E-12	505.86402E-12	3.1117647E+0	-27.336498E-9	16.925329E-12
3.1294119E+0	508.13237E-12	3.1294117E+0	-27.307399E-9	16.811188E-12	505.52790E-12	3.1294117E+0	-27.331870E-9	17.000819E-12
3.1470590E+0	509.53464E-12	3.1470587E+0	-27.303571E-9	17.445075E-12	505.17063E-12	3.1470587E+0	-27.324436E-9	17.359732E-12
3.1647060E+0	507.72886E-12	3.1647060E+0	-27.303027E-9	17.169141E-12	505.05333E-12	3.1647060E+0	-27.319478E-9	16.152857E-12
3.1823530E+0	508.24228E-12	3.1823530E+0	-27.293382E-9	17.159902E-12	505.61100E-12	3.1823530E+0	-27.313067E-9	17.741440E-12
3.2000000E+0	506.11920E-12	3.2000000E+0	-27.286850E-9	17.623182E-12	505.36331E-12	3.2000000E+0	-27.309268E-9	17.310828E-12
3.2176471E+0	507.55750E-12	3.2176471E+0	-27.277714E-9	17.631747E-12	505.29969E-12	3.2176471E+0	-27.304075E-9	17.735508E-12
3.2352943E+0	506.05992E-12	3.2352941E+0	-27.273304E-9	17.049227E-12	504.72204E-12	3.2352941E+0	-27.296311E-9	17.787232E-12
3.2529414E+0	506.45405E-12	3.2529411E+0	-27.271604E-9	17.531575E-12	505.11217E-12	3.2529411E+0	-27.288269E-9	17.775536E-12
3.2705884E+0	506.48646E-12	3.2705882E+0	-27.269111E-9	17.818171E-12	505.34799E-12	3.2705882E+0	-27.283328E-9	17.786063E-12
3.2882354E+0	505.53028E-12	3.2882352E+0	-27.258842E-9	17.400506E-12	505.28443E-12	3.2882352E+0	-27.278551E-9	17.726189E-12
3.3058825E+0	506.23505E-12	3.3058825E+0	-27.249623E-9	17.631287E-12	505.63009E-12	3.3058825E+0	-27.275844E-9	18.557968E-12
3.3235295E+0	504.83401E-12	3.3235295E+0	-27.243543E-9	17.856331E-12	504.78516E-12	3.3235295E+0	-27.272272E-9	17.581580E-12
3.3411765E+0	504.60547E-12	3.3411765E+0	-27.242070E-9	17.586333E-12	504.41978E-12	3.3411765E+0	-27.263795E-9	17.532345E-12
3.3588238E+0	504.96790E-12	3.3588235E+0	-27.239848E-9	18.167266E-12	504.46097E-12	3.3588235E+0	-27.255222E-9	17.956959E-12
3.3764708E+0	505.68594E-12	3.3764706E+0	-27.231717E-9	18.407963E-12	504.51088E-12	3.3764706E+0	-27.247044E-9	18.077963E-12
3.3941178E+0	505.93107E-12	3.3941176E+0	-27.221883E-9	17.801118E-12	505.73218E-12	3.3941176E+0	-27.238425E-9	17.692904E-12
3.4117649E+0	505.50808E-12	3.4117646E+0	-27.210287E-9	18.237708E-12	505.23119E-12	3.4117646E+0	-27.235012E-9	19.070115E-12
3.4294119E+0	505.89771E-12	3.4294116E+0	-27.203132E-9	18.563429E-12	505.04656E-12	3.4294116E+0	-27.231387E-9	18.075607E-12
3.4470589E+0	504.11247E-12	3.4470589E+0	-27.200938E-9	18.001545E-12	505.62793E-12	3.4470589E+0	-27.226065E-9	19.200570E-12
3.4647059E+0	505.54938E-12	3.4647059E+0	-27.199359E-9	18.904498E-12	505.94051E-12	3.4647059E+0	-27.221359E-9	18.525820E-12
3.4823530E+0	505.01403E-12	3.4823530E+0	-27.195197E-9	19.381972E-12	506.61692E-12	3.4823530E+0	-27.209527E-9	19.305462E-12
3.5000002E+0	505.90471E-12	3.5000000E+0	-27.183924E-9	19.041121E-12	504.94747E-12	3.5000000E+0	-27.200745E-9	19.559118E-12
3.5176473E+0	505.39772E-12	3.5176470E+0	-27.170120E-9	19.266677E-12	505.44380E-12	3.5176470E+0	-27.192399E-9	18.684027E-12
3.5352943E+0	505.86291E-12	3.5352941E+0	-27.161528E-9	18.544961E-12	506.99545E-12	3.5352941E+0	-27.187703E-9	20.006014E-12
3.5529413E+0	504.90490E-12	3.5529411E+0	-27.158233E-9	19.753491E-12	506.65661E-12	3.5529411E+0	-27.183974E-9	20.004453E-12
3.5705884E+0	505.03074E-12	3.5705884E+0	-27.157336E-9	18.892320E-12	505.92308E-12	3.5705884E+0	-27.178151E-9	19.674852E-12
3.5882354E+0	506.63429E-12	3.5882354E+0	-27.148593E-9	20.134559E-12	505.51741E-12	3.5882354E+0	-27.167351E-9	20.702226E-12
3.6058824E+0	506.20635E-12	3.6058824E+0	-27.135922E-9	19.975754E-12	505.72002E-12	3.6058824E+0	-27.158620E-9	20.304319E-12
3.6235297E+0	505.51197E-12	3.6235294E+0	-27.128483E-9	20.390179E-12	507.06406E-12	3.6235294E+0	-27.152542E-9	20.372011E-12
3.6411767E+0	505.30535E-12	3.6411765E+0	-27.122393E-9	20.116594E-12	505.23868E-12	3.6411765E+0	-27.150927E-9	21.241692E-12
3.6588237E+0	505.04806E-12	3.6588235E+0	-27.116272E-9	20.955432E-12	505.08597E-12	3.6588235E+0	-27.140199E-9	21.061312E-12
3.6764708E+0	505.81173E-12	3.6764705E+0	-27.107877E-9	21.083331E-12	504.64394E-12	3.6764705E+0	-27.126394E-9	21.138915E-12
3.6941178E+0	505.55482E-12	3.6941175E+0	-27.095323E-9	20.708112E-12	505.54411E-12	3.6941175E+0	-27.114011E-9	21.614171E-12
3.7117648E+0	505.07543E-12	3.7117648E+0	-27.084642E-9	21.271970E-12	505.57680E-12	3.7117648E+0	-27.112199E-9	21.796898E-12
3.7294118E+0	504.91433E-12	3.7294118E+0	-27.077716E-9	22.314728E-12	505.25267E-12	3.7294118E+0	-27.110453E-9	21.719425E-12
3.7470589E+0	505.37324E-12	3.7470589E+0	-27.070410E-9	22.227003E-12	505.00248E-12	3.7470589E+0	-27.104756E-9	22.965742E-12
3.7647061E+0	505.62604E-12	3.7647059E+0	-27.065182E-9	22.953226E-12	504.30066E-12	3.7647059E+0	-27.091406E-9	22.438532E-12
3.7823532E+0	505.67267E-12	3.7823529E+0	-27.055881E-9	22.805200E-12	504.21711E-12	3.7823529E+0	-27.074433E-9	23.683349E-12
3.8000002E+0	505.56459E-12	3.8000000E+0	-27.043171E-9	23.707442E-12	505.01958E-12	3.8000000E+0	-27.063745E-9	22.839298E-12
3.8176472E+0	505.39045E-12	3.8176470E+0	-27.030147E-9	23.935010E-12	505.54161E-12	3.8176470E+0	-27.057379E-9	24.321855E-12
3.8352942E+0	505.80184E-12	3.8352940E+0	-27.019192E-9	23.658868E-12	505.53539E-12	3.8352940E+0	-27.049673E-9	24.216863E-12
3.8529413E+0	506.21896E-12	3.8529413E+0	-27.008490E-9	24.925327E-12	506.35768E-12	3.8529413E+0	-27.040791E-9	24.602173E-12
3.8705883E+0	505.77792E-12	3.8705883E+0	-27.001525E-9	24.515395E-12	505.30785E-12	3.8705883E+0	-27.031346E-9	25.564091E-12
3.8882356E+0	504.93582E-12	3.8882353E+0	-26.993730E-9	25.170853E-12	505.71647E-12	3.8882353E+0	-27.018446E-9	25.286953E-12
3.9058826E+0	506.22123E-12	3.9058824E+0	-26.981636E-9	26.170592E-12	506.29856E-12	3.9058824E+0	-27.006372E-9	26.726465E-12
3.9235296E+0	508.01890E-12	3.9235294E+0	-26.968005E-9	25.912873E-12	506.51811E-12	3.9235294E+0	-26.993060E-9	26.126329E-12
3.9411767E+0	507.32391E-12	3.9411764E+0	-26.954542E-9	26.959561E-12	506.20069E-12	3.9411764E+0	-26.982084E-9	27.130284E-12
3.9588237E+0	506.98284E-12	3.9588234E+0	-26.942210E-9	27.154176E-12	505.44013E-12	3.9588234E+0	-26.973115E-9	26.710946E-12
3.9764707E+0	506.03149E-12	3.9764705E+0	-26.931190E-9	27.053750E-12	505.23619E-12	3.9764705E+0	-26.960990E-9	27.836851E-12
3.9941177E+0	506.39498E-12	3.9941177E+0	-26.917785E-9	28.025238E-12	504.84045E-12	3.9941177E+0	-26.947705E-9	28.234316E-12
4.0117645E+0	506.04371E-12	4.0117645E+0	-26.904390E-9	28.295978E-12	505.10457E-12	4.0117645E+0	-26.932558E-9	28.642448E-12
4.0294123E+0	505.21642E-12	4.0294118E+0	-26.893119E-9	28.979983E-12	505.70148E-12	4.0294118E+0	-26.921224E-9	29.663900E-12
4.0470591E+0	504.99122E-12	4.0470591E+0	-26.882175E-9	29.215994E-12	506.45244E-12	4.0470591E+0	-26.912330E-9	29.502855E-12
4.0647058E+0	505.08936E-12	4.0647058E+0	-26.871279E-9	29.504722E-12	505.20321E-12	4.0647058E+0	-26.900697E-9	30.690506E-12
4.0823531E+0	505.79535E-12	4.0823531E+0	-26.854774E-9	30.758566E-12	505.68588E-12	4.0823531E+0	-26.880246E-9	30.478110E-12
4.1000004E+0	505.14387E-12	4.0999999E+0	-26.837199E-9	31.070965E-12	504.48040E-12	4.0999999E+0	-26.860706E-9	31.612241E-12
4.1176472E+0	505.81017E-12	4.1176472E+0	-26.819917E-9	31.435608E-12	506.09428E-12	4.1176472E+0	-26.842940E-9	32.096256E-12
4.1352940E+0	506.70185E-12	4.1352940E+0	-26.802651E-9	32.289241E-12	505.73551E-12	4.1352940E+0	-26.836050E-9	32.164330E-12
4.1529412E+0	506.64295E-12	4.1529412E+0	-26.788571E-9	32.334337E-12	506.29584E-12	4.1529412E+0	-26.827799E-9	32.978318E-12
4.1705885E+0	505.97521E-12	4.1705880E+0	-26.774622E-9	32.879470E-12	504.78544E-12	4.1705880E+0	-26.813302E-9	33.001706E-12
4.1882353E+0	505.75721E-12	4.1882353E+0	-26.762221E-9	33.847078E-12	505.21543E-12	4.1882353E+0	-26.785843E-9	33.644067E-12
4.2058825E+0	506.35979E-12	4.2058825E+0	-26.746971E-9	33.601330E-12	505.34865E-12	4.2058825E+0	-26.762073E-9	33.958801E-12
4.2235298E+0	506.42796E-12	4.2235293E+0	-26.726303E-9	34.077550E-12	507.10980E-12	4.2235293E+0	-26.746635E-9	34.773715E-12
4.2411766E+0	505.99486E-12	4.2411766E+0	-26.705932E-9	34.160261E-12	508.32827E-12	4.2411766E+0	-26.738443E-9	35.251139E-12
4.2588234E+0	506.10688E-12	4.2588234E+0	-26.684379E-9	34.639638E-12	507.05667E-12	4.2588234E+0	-26.727875E-9	34.990656E-12
4.2764707E+0	505.48704E-12	4.2764707E+0	-26.668614E-9	34.475416E-12	504.78616E-12	4.2764707E+0	-26.705891E-9	34.552680E-12
4.2941179E+0	505.08686E-12	4.2941175E+0	-26.657268E-9	35.017229E-12	504.73670E-12	4.2941175E+0	-26.679945E-9	35.877273E-12
4.3117647E+0	505.96322E-12	4.3117647E+0	-26.642599E-9	35.716565E-12	505.31207E-12	4.3117647E+0	-26.660567E-9	35.836289E-12
4.3294120E+0	506.90008E-12	4.3294120E+0	-26.621658E-9	36.269172E-12	506.13774E-12	4.3294120E+0	-26.647559E-9	36.086738E-12
4.3470592E+0	506.59110E-12	4.3470588E+0	-26.595492E-9	35.839956E-12	505.61005E-12	4.3470588E+0	-26.635760E-9	36.639206E-12
4.3647060E+0	506.33758E-12	4.3647060E+0	-26.573302E-9	36.187518E-12	505.38052E-12	4.3647060E+0	-26.613648E-9	36.258729E-12
4.3823528E+0	505.37069E-12	4.3823528E+0	-26.559185E-9	36.841339E-12	504.62562E-12	4.3823528E+0	-26.586424E-9	37.435423E-12
4.4000001E+0	505.26588E-12	4.4000001E+0	-26.544157E-9	36.693096E-12	505.25145E-12	4.4000001E+0	-26.561157E-9	37.229442E-12
4.4176474E+0	506.46154E-12	4.4176469E+0	-26.524036E-9	37.606945E-12	505.82549E-12	4.4176469E+0	-26.543175E-9	37.764038E-12
4.4352942E+0	506.53065E-12	4.4352942E+0	-26.500819E-9	37.723311E-12	505.56814E-12	4.4352942E+0	-26.530415E-9	38.477214E-12
4.4529414E+0	505.98975E-12	4.4529409E+0	-26.474753E-9	37.661835E-12	505.76826E-12	4.4529409E+0	-26.514437E-9	38.800650E-12
4.4705887E+0	505.53545E-12	4.4705882E+0	-26.451598E-9	38.054088E-12	504.84200E-12	4.4705882E+0	-26.492158E-9	38.799186E-12
4.4882355E+0	505.63748E-12	4.4882355E+0	-26.435098E-9	38.172805E-12	504.44754E-12	4.4882355E+0	-26.462324E-9	39.275132E-12
4.5058827E+0	505.21798E-12	4.5058823E+0	-26.420203E-9	38.713671E-12	504.55023E-12	4.5058823E+0	-26.433812E-9	38.009956E-12
4.5235295E+0	506.91129E-12	4.5235295E+0	-26.399933E-9	37.970505E-12	505.77759E-12	4.5235295E+0	-26.411952E-9	38.054563E-12
4.5411768E+0	506.56229E-12	4.5411763E+0	-26.376084E-9	36.728891E-12	505.72413E-12	4.5411763E+0	-26.398071E-9	37.285768E-12
4.5588236E+0	506.43756E-12	4.5588236E+0	-26.348733E-9	36.322865E-12	505.73645E-12	4.5588236E+0	-26.384356E-9	36.077145E-12
4.5764709E+0	505.87107E-12	4.5764704E+0	-26.325491E-9	34.767297E-12	504.38598E-12	4.5764704E+0	-26.363583E-9	35.281437E-12
4.5941176E+0	505.89305E-12	4.5941176E+0	-26.306925E-9	33.707790E-12	504.37188E-12	4.5941176E+0	-26.336338E-9	34.538653E-12
4.6117649E+0	504.71616E-12	4.6117649E+0	-26.298377E-9	31.996704E-12	504.55762E-12	4.6117649E+0	-26.311652E-9	32.021937E-12
4.6294122E+0	505.17385E-12	4.6294117E+0	-26.287466E-9	31.367180E-12	505.51635E-12	4.6294117E+0	-26.295004E-9	30.569769E-12
4.6470590E+0	506.18171E-12	4.6470590E+0	-26.266678E-9	29.466148E-12	505.31807E-12	4.6470590E+0	-26.287028E-9	30.468399E-12
4.6647062E+0	505.94401E-12	4.6647058E+0	-26.243695E-9	27.939573E-12	505.33694E-12	4.6647058E+0	-26.274767E-9	28.173521E-12
4.6823530E+0	505.57963E-12	4.6823530E+0	-26.225933E-9	27.626876E-12	505.19483E-12	4.6823530E+0	-26.255218E-9	26.968164E-12
4.7000003E+0	505.19122E-12	4.6999998E+0	-26.214758E-9	25.883779E-12	504.88441E-12	4.6999998E+0	-26.231007E-9	26.953911E-12
4.7176471E+0	505.14098E-12	4.7176471E+0	-26.210264E-9	25.088310E-12	505.60545E-12	4.7176471E+0	-26.211639E-9	26.277489E-12
4.7352943E+0	505.99619E-12	4.7352943E+0	-26.197601E-9	25.138825E-12	506.21257E-12	4.7352943E+0	-26.205631E-9	24.300272E-12
4.7529416E+0	506.25731E-12	4.7529411E+0	-26.176721E-9	24.005877E-12	506.48802E-12	4.7529411E+0	-26.204177E-9	24.543100E-12
4.7705884E+0	505.53872E-12	4.7705884E+0	-26.159887E-9	22.888455E-12	504.60552E-12	4.7705884E+0	-26.194410E-9	23.891849E-12
4.7882357E+0	504.78910E-12	4.7882352E+0	-26.151772E-9	22.304714E-12	503.95543E-12	4.7882352E+0	-26.174284E-9	22.455440E-12
4.8058825E+0	504.70295E-12	4.8058825E+0	-26.148303E-9	21.835044E-12	504.39641E-12	4.8058825E+0	-26.150362E-9	22.160865E-12
4.8235297E+0	505.08242E-12	4.8235292E+0	-26.145079E-9	20.969160E-12	504.62445E-12	4.8235292E+0	-26.136799E-9	21.197875E-12
4.8411765E+0	505.86768E-12	4.8411765E+0	-26.130961E-9	20.511112E-12	505.80423E-12	4.8411765E+0	-26.134165E-9	21.380862E-12
4.8588238E+0	505.62327E-12	4.8588233E+0	-26.111934E-9	20.756544E-12	504.97956E-12	4.8588233E+0	-26.135018E-9	20.437542E-12
4.8764706E+0	505.57025E-12	4.8764706E+0	-26.096259E-9	20.488987E-12	504.36733E-12	4.8764706E+0	-26.123944E-9	20.867362E-12
4.8941178E+0	505.81633E-12	4.8941178E+0	-26.087809E-9	19.899526E-12	503.50873E-12	4.8941178E+0	-26.105443E-9	19.246511E-12
4.9117651E+0	506.10904E-12	4.9117646E+0	-26.084185E-9	18.756515E-12	504.19502E-12	4.9117646E+0	-26.086761E-9	19.285342E-12
4.9294119E+0	505.94329E-12	4.9294119E+0	-26.083368E-9	19.139090E-12	504.94836E-12	4.9294119E+0	-26.076334E-9	19.018906E-12
4.9470592E+0	506.11809E-12	4.9470587E+0	-26.075471E-9	19.077757E-12	505.29186E-12	4.9470587E+0	-26.074831E-9	18.369707E-12
4.9647059E+0	505.46450E-12	4.9647059E+0	-26.061484E-9	17.703566E-12	504.71904E-12	4.9647059E+0	-26.070559E-9	19.073359E-12
4.9823532E+0	505.89927E-12	4.9823527E+0	-26.045170E-9	18.850909E-12	504.73753E-12	4.9823527E+0	-26.059363E-9	17.920658E-12
5.0000000E+0	504.67158E-12	5.0000000E+0	-26.034222E-9	17.719489E-12	504.25042E-12	5.0000000E+0	-26.042100E-9	17.402055E-12
