2.4215686E+0	105.56801E-12	2.4215686E+0	-42.749004E-9	10.700955E-12	105.72467E-12	2.4215686E+0	-42.764203E-9	10.840154E-12
2.4352942E+0	105.41845E-12	2.4352942E+0	-42.730981E-9	10.987502E-12	105.56578E-12	2.4352942E+0	-42.760128E-9	11.496654E-12
2.4490197E+0	105.27500E-12	2.4490197E+0	-42.722910E-9	11.733897E-12	105.26956E-12	2.4490197E+0	-42.744926E-9	11.758639E-12
2.4627452E+0	105.23308E-12	2.4627452E+0	-42.716898E-9	12.426120E-12	105.07369E-12	2.4627452E+0	-42.717613E-9	12.363421E-12
2.4764705E+0	105.56469E-12	2.4764705E+0	-42.704340E-9	12.572290E-12	105.37304E-12	2.4764705E+0	-42.691426E-9	12.930860E-12
2.4901962E+0	105.84852E-12	2.4901960E+0	-42.677701E-9	13.504247E-12	106.12310E-12	2.4901960E+0	-42.674635E-9	13.710059E-12
2.5039215E+0	105.91467E-12	2.5039215E+0	-42.647105E-9	14.509875E-12	105.75520E-12	2.5039215E+0	-42.670315E-9	14.328582E-12
2.5176470E+0	105.74574E-12	2.5176470E+0	-42.621686E-9	15.198311E-12	105.38521E-12	2.5176470E+0	-42.655767E-9	15.165149E-12
2.5313725E+0	105.49690E-12	2.5313725E+0	-42.606896E-9	15.810209E-12	105.36889E-12	2.5313725E+0	-42.627107E-9	15.840234E-12
2.5450981E+0	105.77063E-12	2.5450981E+0	-42.593530E-9	16.406151E-12	105.55568E-12	2.5450981E+0	-42.593022E-9	16.194232E-12
2.5588236E+0	106.26011E-12	2.5588236E+0	-42.570022E-9	16.886745E-12	105.63166E-12	2.5588236E+0	-42.565063E-9	16.950604E-12
2.5725491E+0	106.29230E-12	2.5725491E+0	-42.536911E-9	16.564895E-12	105.82877E-12	2.5725491E+0	-42.545206E-9	16.867856E-12
2.5862746E+0	106.28792E-12	2.5862746E+0	-42.503505E-9	16.067182E-12	105.69821E-12	2.5862746E+0	-42.531106E-9	16.234281E-12
2.5999999E+0	105.83481E-12	2.5999999E+0	-42.478206E-9	15.225640E-12	105.60969E-12	2.5999999E+0	-42.510500E-9	15.080574E-12
2.6137254E+0	105.34945E-12	2.6137254E+0	-42.466976E-9	14.115539E-12	105.22767E-12	2.6137254E+0	-42.483020E-9	13.673055E-12
2.6274509E+0	105.59955E-12	2.6274509E+0	-42.456353E-9	12.637226E-12	105.14445E-12	2.6274509E+0	-42.455035E-9	12.578731E-12
2.6411765E+0	105.87601E-12	2.6411765E+0	-42.435982E-9	11.515611E-12	105.33123E-12	2.6411765E+0	-42.434390E-9	11.506109E-12
2.6549020E+0	105.78780E-12	2.6549020E+0	-42.413973E-9	10.201185E-12	105.51637E-12	2.6549020E+0	-42.425754E-9	10.493500E-12
2.6686275E+0	105.41568E-12	2.6686275E+0	-42.394891E-9	9.2624103E-12	105.40215E-12	2.6686275E+0	-42.423288E-9	9.2030715E-12
2.6823530E+0	105.11157E-12	2.6823530E+0	-42.386688E-9	8.4636074E-12	105.52483E-12	2.6823530E+0	-42.412744E-9	8.7648864E-12
2.6960785E+0	105.45519E-12	2.6960785E+0	-42.385484E-9	8.0075495E-12	104.95002E-12	2.6960785E+0	-42.395570E-9	8.0336736E-12
2.7098041E+0	105.53393E-12	2.7098038E+0	-42.378986E-9	7.6504020E-12	105.10687E-12	2.7098038E+0	-42.377671E-9	7.7386058E-12
2.7235293E+0	105.69129E-12	2.7235293E+0	-42.367731E-9	7.3132290E-12	105.20702E-12	2.7235293E+0	-42.366022E-9	7.1305930E-12
2.7372549E+0	105.64163E-12	2.7372549E+0	-42.348404E-9	7.0471142E-12	105.68402E-12	2.7372549E+0	-42.364434E-9	6.9651810E-12
2.7509804E+0	105.47486E-12	2.7509804E+0	-42.333255E-9	7.0535093E-12	105.28720E-12	2.7509804E+0	-42.365080E-9	7.0449861E-12
2.7647059E+0	105.11503E-12	2.7647059E+0	-42.330957E-9	6.9603381E-12	105.21037E-12	2.7647059E+0	-42.355964E-9	6.8745634E-12
2.7784314E+0	105.23657E-12	2.7784314E+0	-42.332221E-9	6.8764972E-12	104.99931E-12	2.7784314E+0	-42.342830E-9	7.2170200E-12
2.7921569E+0	105.30887E-12	2.7921569E+0	-42.330932E-9	7.1615912E-12	104.97293E-12	2.7921569E+0	-42.324576E-9	7.0349694E-12
2.8058825E+0	105.42263E-12	2.8058825E+0	-42.316895E-9	7.1577444E-12	105.32335E-12	2.8058825E+0	-42.316003E-9	7.2654274E-12
2.8196080E+0	105.58077E-12	2.8196077E+0	-42.298922E-9	7.0594199E-12	105.61715E-12	2.8196077E+0	-42.314682E-9	7.3586076E-12
2.8333333E+0	105.22221E-12	2.8333333E+0	-42.285361E-9	7.3232453E-12	105.37631E-12	2.8333333E+0	-42.312767E-9	7.2489627E-12
2.8470588E+0	105.19920E-12	2.8470588E+0	-42.280647E-9	7.2894859E-12	105.14577E-12	2.8470588E+0	-42.303522E-9	7.1252249E-12
2.8607843E+0	105.15395E-12	2.8607843E+0	-42.279790E-9	7.3842139E-12	105.04707E-12	2.8607843E+0	-42.286526E-9	7.5517283E-12
2.8745098E+0	105.27424E-12	2.8745098E+0	-42.274099E-9	7.4764786E-12	105.32077E-12	2.8745098E+0	-42.265913E-9	7.4568086E-12
2.8882353E+0	105.49348E-12	2.8882353E+0	-42.259416E-9	7.1466114E-12	105.54869E-12	2.8882353E+0	-42.261448E-9	7.5182499E-12
2.9019608E+0	105.42973E-12	2.9019608E+0	-42.244459E-9	7.2464938E-12	105.49115E-12	2.9019608E+0	-42.262027E-9	7.1916752E-12
2.9156864E+0	105.16880E-12	2.9156864E+0	-42.232156E-9	7.1582224E-12	105.26148E-12	2.9156864E+0	-42.258101E-9	6.7824223E-12
2.9294119E+0	105.00804E-12	2.9294116E+0	-42.229100E-9	6.9201012E-12	105.29584E-12	2.9294116E+0	-42.246604E-9	6.8722233E-12
2.9431372E+0	104.99347E-12	2.9431372E+0	-42.228688E-9	6.4629378E-12	104.87779E-12	2.9431372E+0	-42.228454E-9	6.7776006E-12
2.9568627E+0	105.23805E-12	2.9568627E+0	-42.223686E-9	6.3974563E-12	105.22824E-12	2.9568627E+0	-42.213998E-9	6.3382836E-12
2.9705882E+0	105.59891E-12	2.9705882E+0	-42.208946E-9	6.2094670E-12	105.57524E-12	2.9705882E+0	-42.210374E-9	6.0137858E-12
2.9843137E+0	105.59021E-12	2.9843137E+0	-42.190855E-9	6.3800736E-12	105.52988E-12	2.9843137E+0	-42.212680E-9	5.9005314E-12
2.9980392E+0	105.21389E-12	2.9980392E+0	-42.185032E-9	5.4046672E-12	105.34266E-12	2.9980392E+0	-42.214847E-9	5.4906257E-12
3.0117648E+0	104.95488E-12	3.0117648E+0	-42.187274E-9	5.1423887E-12	104.88182E-12	3.0117648E+0	-42.206146E-9	5.4215222E-12
3.0254903E+0	105.01262E-12	3.0254903E+0	-42.192571E-9	5.1935999E-12	104.85677E-12	3.0254903E+0	-42.187025E-9	5.0597478E-12
3.0392158E+0	105.34002E-12	3.0392158E+0	-42.187608E-9	4.8834756E-12	105.24286E-12	3.0392158E+0	-42.176282E-9	4.9168213E-12
3.0529411E+0	105.64784E-12	3.0529411E+0	-42.172672E-9	4.8359489E-12	105.34081E-12	3.0529411E+0	-42.174470E-9	4.6259845E-12
3.0666666E+0	105.54520E-12	3.0666666E+0	-42.158266E-9	4.6770530E-12	105.51988E-12	3.0666666E+0	-42.180648E-9	4.5831832E-12
3.0803921E+0	105.41489E-12	3.0803921E+0	-42.152287E-9	4.3100554E-12	105.11902E-12	3.0803921E+0	-42.183686E-9	4.3954306E-12
3.0941176E+0	105.23076E-12	3.0941176E+0	-42.158565E-9	4.0268188E-12	104.97998E-12	3.0941176E+0	-42.171155E-9	3.9632143E-12
3.1078432E+0	105.09892E-12	3.1078432E+0	-42.166786E-9	3.9541504E-12	105.15429E-12	3.1078432E+0	-42.157001E-9	3.9663134E-12
3.1215687E+0	105.44210E-12	3.1215687E+0	-42.160643E-9	3.9595636E-12	105.38215E-12	3.1215687E+0	-42.150798E-9	4.0074120E-12
3.1352942E+0	105.68614E-12	3.1352942E+0	-42.146105E-9	4.0260711E-12	105.41071E-12	3.1352942E+0	-42.155637E-9	3.7247705E-12
3.1490197E+0	105.13759E-12	3.1490197E+0	-42.137216E-9	3.5909023E-12	105.20636E-12	3.1490197E+0	-42.162810E-9	3.5082508E-12
3.1627452E+0	104.85061E-12	3.1627450E+0	-42.140524E-9	3.5546707E-12	105.07790E-12	3.1627450E+0	-42.160551E-9	3.5253610E-12
3.1764705E+0	105.08280E-12	3.1764705E+0	-42.146652E-9	3.4120827E-12	105.19809E-12	3.1764705E+0	-42.147569E-9	3.5304615E-12
3.1901960E+0	105.25562E-12	3.1901960E+0	-42.146908E-9	3.4287900E-12	105.03918E-12	3.1901960E+0	-42.136612E-9	3.8439000E-12
3.2039216E+0	105.55203E-12	3.2039216E+0	-42.134463E-9	3.8162299E-12	105.42690E-12	3.2039216E+0	-42.132619E-9	3.7776535E-12
3.2176471E+0	105.20673E-12	3.2176471E+0	-42.126253E-9	3.8556497E-12	105.54507E-12	3.2176471E+0	-42.138726E-9	3.5081560E-12
3.2313726E+0	105.25786E-12	3.2313726E+0	-42.121791E-9	3.2829184E-12	105.39545E-12	3.2313726E+0	-42.145107E-9	3.5258784E-12
3.2450981E+0	104.90237E-12	3.2450981E+0	-42.127560E-9	3.4030259E-12	105.10866E-12	3.2450981E+0	-42.141881E-9	3.5354089E-12
3.2588236E+0	105.10195E-12	3.2588236E+0	-42.132683E-9	3.5304385E-12	105.22656E-12	3.2588236E+0	-42.130480E-9	3.5370114E-12
3.2725492E+0	105.26865E-12	3.2725489E+0	-42.128523E-9	3.3603871E-12	105.07647E-12	3.2725489E+0	-42.120458E-9	3.2779272E-12
3.2862744E+0	105.24059E-12	3.2862744E+0	-42.119609E-9	3.4436828E-12	105.56900E-12	3.2862744E+0	-42.115097E-9	3.4221913E-12
3.3000000E+0	105.60322E-12	3.3000000E+0	-42.108585E-9	3.3114572E-12	105.71873E-12	3.3000000E+0	-42.120838E-9	3.2547732E-12
3.3137255E+0	104.97234E-12	3.3137255E+0	-42.106176E-9	3.5743416E-12	105.87219E-12	3.3137255E+0	-42.124380E-9	3.5974283E-12
3.3274510E+0	105.01488E-12	3.3274510E+0	-42.111399E-9	3.4004316E-12	105.14688E-12	3.3274510E+0	-42.123030E-9	3.4428179E-12
3.3411765E+0	104.91360E-12	3.3411765E+0	-42.116064E-9	3.2208203E-12	105.15660E-12	3.3411765E+0	-42.111786E-9	3.5220475E-12
3.3549020E+0	105.20650E-12	3.3549020E+0	-42.113530E-9	3.5047022E-12	105.45033E-12	3.3549020E+0	-42.101650E-9	3.3479261E-12
3.3686275E+0	105.32234E-12	3.3686275E+0	-42.105114E-9	3.3504991E-12	105.47304E-12	3.3686275E+0	-42.102524E-9	3.3686962E-12
3.3823531E+0	105.31179E-12	3.3823528E+0	-42.095593E-9	3.3428065E-12	105.64818E-12	3.3823528E+0	-42.106993E-9	3.4614371E-12
3.3960783E+0	105.18787E-12	3.3960783E+0	-42.092122E-9	3.5256663E-12	105.46088E-12	3.3960783E+0	-42.112639E-9	3.4854285E-12
3.4098039E+0	105.04969E-12	3.4098039E+0	-42.094175E-9	3.4799269E-12	105.09541E-12	3.4098039E+0	-42.103675E-9	3.4312126E-12
3.4235294E+0	105.08339E-12	3.4235294E+0	-42.096001E-9	3.6542384E-12	105.31495E-12	3.4235294E+0	-42.089706E-9	3.4695411E-12
3.4372549E+0	105.09865E-12	3.4372549E+0	-42.095081E-9	3.5431137E-12	105.32885E-12	3.4372549E+0	-42.084885E-9	3.5158009E-12
3.4509804E+0	105.23857E-12	3.4509804E+0	-42.088249E-9	3.3251657E-12	105.64474E-12	3.4509804E+0	-42.085517E-9	3.6432962E-12
3.4647059E+0	105.10377E-12	3.4647059E+0	-42.081091E-9	3.2456323E-12	105.67194E-12	3.4647059E+0	-42.095380E-9	3.2776861E-12
3.4784315E+0	105.08197E-12	3.4784315E+0	-42.078760E-9	3.6212259E-12	105.09792E-12	3.4784315E+0	-42.098101E-9	3.3869530E-12
3.4921570E+0	104.98702E-12	3.4921567E+0	-42.081211E-9	3.4466223E-12	105.01457E-12	3.4921567E+0	-42.086189E-9	3.5113730E-12
3.5058823E+0	105.10132E-12	3.5058823E+0	-42.082597E-9	3.6922878E-12	105.37989E-12	3.5058823E+0	-42.073147E-9	3.4895860E-12
3.5196078E+0	105.30345E-12	3.5196078E+0	-42.078124E-9	3.3582763E-12	105.59043E-12	3.5196078E+0	-42.068866E-9	3.5565867E-12
3.5333333E+0	105.50374E-12	3.5333333E+0	-42.068681E-9	3.2864046E-12	105.55453E-12	3.5333333E+0	-42.073712E-9	3.2998929E-12
3.5470588E+0	105.62704E-12	3.5470588E+0	-42.057081E-9	3.5125418E-12	105.40047E-12	3.5470588E+0	-42.082231E-9	3.4878168E-12
3.5607843E+0	105.14364E-12	3.5607843E+0	-42.058396E-9	3.3504621E-12	105.08211E-12	3.5607843E+0	-42.077623E-9	3.2820151E-12
3.5745099E+0	104.95813E-12	3.5745099E+0	-42.066400E-9	3.3319816E-12	105.08593E-12	3.5745099E+0	-42.065146E-9	3.2777904E-12
3.5882354E+0	105.10013E-12	3.5882354E+0	-42.070472E-9	3.6863628E-12	105.28108E-12	3.5882354E+0	-42.055142E-9	3.6415584E-12
3.6019609E+0	105.46972E-12	3.6019609E+0	-42.065825E-9	3.5827335E-12	105.67313E-12	3.6019609E+0	-42.053458E-9	3.4750510E-12
3.6156864E+0	106.42618E-12	3.6156862E+0	-42.045897E-9	3.2395699E-12	105.57771E-12	3.6156862E+0	-42.063132E-9	3.3332950E-12
3.6294117E+0	105.41543E-12	3.6294117E+0	-42.039392E-9	3.3365116E-12	105.29787E-12	3.6294117E+0	-42.068937E-9	3.4693260E-12
3.6431372E+0	105.19791E-12	3.6431372E+0	-42.040998E-9	3.4426333E-12	104.97408E-12	3.6431372E+0	-42.060421E-9	3.3114692E-12
3.6568627E+0	105.48133E-12	3.6568627E+0	-42.047176E-9	3.2180142E-12	104.93160E-12	3.6568627E+0	-42.048811E-9	3.5840122E-12
3.6705883E+0	105.21705E-12	3.6705883E+0	-42.053706E-9	3.3416969E-12	105.20149E-12	3.6705883E+0	-42.038700E-9	3.4068423E-12
3.6843138E+0	105.43302E-12	3.6843138E+0	-42.045244E-9	3.3923387E-12	105.44806E-12	3.6843138E+0	-42.038838E-9	3.4964893E-12
3.6980393E+0	105.76521E-12	3.6980393E+0	-42.032863E-9	3.5587176E-12	105.34718E-12	3.6980393E+0	-42.048637E-9	3.1431112E-12
3.7117648E+0	105.23128E-12	3.7117648E+0	-42.027882E-9	3.4174293E-12	105.41593E-12	3.7117648E+0	-42.047628E-9	3.0224872E-12
3.7254903E+0	105.07645E-12	3.7254901E+0	-42.032870E-9	3.5012531E-12	105.27899E-12	3.7254901E+0	-42.042050E-9	3.3317945E-12
3.7392156E+0	105.23157E-12	3.7392156E+0	-42.038426E-9	3.2955659E-12	105.03043E-12	3.7392156E+0	-42.033694E-9	3.6971051E-12
3.7529411E+0	105.25619E-12	3.7529411E+0	-42.033815E-9	3.3498527E-12	105.01315E-12	3.7529411E+0	-42.024283E-9	3.4733392E-12
3.7666667E+0	105.34534E-12	3.7666667E+0	-42.023593E-9	3.5030932E-12	105.41698E-12	3.7666667E+0	-42.026659E-9	3.2455367E-12
3.7803922E+0	105.25824E-12	3.7803922E+0	-42.015408E-9	3.3591699E-12	105.31690E-12	3.7803922E+0	-42.032042E-9	3.4890912E-12
3.7941177E+0	105.33547E-12	3.7941177E+0	-42.013159E-9	3.1368044E-12	105.29958E-12	3.7941177E+0	-42.028361E-9	3.3401535E-12
3.8078432E+0	104.90291E-12	3.8078432E+0	-42.022364E-9	3.3024601E-12	105.44438E-12	3.8078432E+0	-42.019586E-9	3.2578888E-12
3.8215687E+0	105.16642E-12	3.8215687E+0	-42.023480E-9	3.5110307E-12	105.15650E-12	3.8215687E+0	-42.010491E-9	3.3896044E-12
3.8352942E+0	105.35631E-12	3.8352940E+0	-42.016715E-9	3.4007725E-12	105.37158E-12	3.8352940E+0	-42.005922E-9	3.5434644E-12
3.8490195E+0	105.30447E-12	3.8490195E+0	-42.008278E-9	3.4794598E-12	105.47806E-12	3.8490195E+0	-42.014438E-9	3.2780903E-12
3.8627450E+0	105.39147E-12	3.8627450E+0	-41.998728E-9	3.3083948E-12	105.28230E-12	3.8627450E+0	-42.018279E-9	3.4524324E-12
3.8764706E+0	105.11642E-12	3.8764706E+0	-41.994451E-9	3.5147048E-12	105.16056E-12	3.8764706E+0	-42.014161E-9	3.1774232E-12
3.8901961E+0	105.37659E-12	3.8901961E+0	-41.999773E-9	3.5341472E-12	104.93779E-12	3.8901961E+0	-42.003720E-9	3.4018769E-12
3.9039216E+0	105.02545E-12	3.9039216E+0	-42.005315E-9	3.4344441E-12	104.87169E-12	3.9039216E+0	-41.987665E-9	3.6853316E-12
3.9176471E+0	105.32720E-12	3.9176471E+0	-41.999460E-9	3.6067644E-12	105.73847E-12	3.9176471E+0	-41.986226E-9	3.5659342E-12
3.9313726E+0	105.46349E-12	3.9313726E+0	-41.991719E-9	3.5400081E-12	105.37264E-12	3.9313726E+0	-41.996152E-9	3.3493982E-12
3.9450982E+0	105.27153E-12	3.9450979E+0	-41.981522E-9	3.7366000E-12	105.32888E-12	3.9450979E+0	-41.995921E-9	3.7554920E-12
3.9588234E+0	105.14481E-12	3.9588234E+0	-41.977536E-9	3.8714023E-12	105.27431E-12	3.9588234E+0	-41.991399E-9	3.8130640E-12
3.9725490E+0	105.14915E-12	3.9725490E+0	-41.980279E-9	3.7713921E-12	105.10424E-12	3.9725490E+0	-41.978879E-9	3.7472126E-12
3.9862745E+0	105.32778E-12	3.9862745E+0	-41.981224E-9	3.9336347E-12	105.27012E-12	3.9862745E+0	-41.967471E-9	4.1731787E-12
4.0000000E+0	105.59439E-12	4.0000000E+0	-41.972971E-9	4.1712302E-12	105.60172E-12	4.0000000E+0	-41.967546E-9	4.1762657E-12
